slug,short_name,disaster_type,event_type,fit_method,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,monotone_truncated,6,power_law,-40.358244453543236,-35.02646749386402,-36.92726487036195,0.0,5.3317769596792175,3.4309795831812835,-0.01808676150225001,1999.9999999961412,1999.9999996518504,0.010000000000000002
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,monotone_truncated,5,stretched_exp,-33.064999300137636,-38.699564219299994,-39.68129655646746,6.616297256329823,0.9817323371674647,0.0,0.5724118053259505,86.92217692728774,101.70288023267186,1.6626325354574378
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,monotone_truncated,6,stretched_exp,-48.556649841238034,-40.33350923692073,-52.90513863230908,4.348488791071048,12.57162939538835,0.0,0.7228686773254561,71.20725593282718,1.2028444281587518,0.27540117514847806
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,monotone_truncated,6,stretched_exp,-37.703953494419366,-46.159975895564116,-53.483589934861556,15.77963644044219,7.323614039297439,0.0,0.6083503785170853,86.07332781036287,57.16095523269956,0.6789054614789795
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,monotone_truncated,3,power_law,-31.444726077032197,-24.099525348945374,-25.241419696028586,0.0,7.345200728086823,6.20330638100361,-0.014439263399414875,1999.9999999424983,1999.980197223851,0.010000000000000002
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,monotone_truncated,3,power_law,-29.61383939072181,-26.097044599126978,-28.229555139690696,0.0,3.516794791594833,1.384284251031115,0.07943212222495899,561.2769470596342,1.0002761050189761,0.06276845519695351
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,monotone_truncated,2,,,,,,,,,,,
moldova_flooding_2024,moldova,flood,INFL,monotone_truncated,4,power_law,-29.958009098393767,-25.860144296260223,-27.958241285300264,0.0,4.097864802133543,1.9997678130935022,0.1886638630807292,284.985892061776,1.0000000000000064,0.11853794357450897
spain_flood,spain_flood,flood,INFL,monotone_truncated,4,stretched_exp,-36.24115362718974,-34.64146533919799,-37.08223056195592,0.8410769347661784,2.440765222757925,0.0,0.14765977893310617,341.83479383379967,570.4150256517186,0.4082558542059301
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,monotone_truncated,5,exponential,-30.984089479873987,-44.99212275449032,-43.44219223091108,14.00803327461633,0.0,1.5499305235792349,0.7505037301470164,55.806188985021684,54.05018398097874,0.9679473578915282
the_flooding_across_eastern_bangladesh,bangladesh_fld,flood,INFL,monotone_truncated,1,,,,,,,,,,,
the_flooding_across_gujarat_india,gujarat_fld,flood,EVAC,monotone_truncated,6,stretched_exp,-39.099764000491966,-48.19120597811059,-48.45420322873822,9.354439228246257,0.26299725062763457,0.0,0.13528370261927472,450.52500628151756,345.3843819292498,1.4025797564911753
turkiye_earthquake_2023,turkiye,earthquake,INFL,monotone_truncated,4,power_law,-30.68903598246368,-28.833784184944715,-29.59734608626221,0.0,1.8552517975189637,1.0916898962014692,0.2209610398689195,227.00707115432067,77.61564402787037,0.2518613756953819
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,monotone_truncated,5,exponential,-31.057015849322298,-47.1146190611038,-45.88320174257647,16.057603211781505,0.0,1.2314173185273347,0.47521095851555145,110.45995834492818,108.05567103600049,0.9483159651844439
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,INFL,monotone_truncated,3,power_law,-25.03815848992738,-23.11188423042524,-23.696837621323827,0.0,1.92627425950214,1.3413208686035532,0.16919014911361274,269.1168755526173,1.0000000000001144,0.11105824613343665
