"coverage","country","lon","lat"
"1","MX","-100.865478515625","19.777041866851583"
"1","MX","-96.910400390625","16.73090629934879"
"1","MX","-98.558349609375","18.76071243773883"
"1","MX","-99.06372070312499","20.41671664458883"
"1","MX","-102.711181640625","21.053744140024747"
"1","MX","-96.646728515625","18.67747093898039"
"1","MX","-99.525146484375","18.30238028998788"
"1","MX","-97.701416015625","19.818389757884866"
"1","MX","-101.019287109375","19.777041866851583"
"1","MX","-98.60229492187499","18.469188587923547"
"1","MX","-102.11791992187499","21.32008060725949"
"1","MX","-100.404052734375","20.581367007168677"
"1","MX","-98.03100585937499","22.52270533078928"
"1","MX","-102.930908203125","20.601935847355097"
"1","MX","-98.86596679687501","17.27721843707122"
"1","MX","-98.62426757812499","18.82311662642063"
"1","MX","-99.19555664062499","18.6566541672986"
"1","MX","-101.480712890625","20.23127429953226"
"1","MX","-100.294189453125","18.385804616030313"
"1","MX","-101.634521484375","20.16941088670604"
"1","MX","-100.733642578125","19.963022591827404"
"1","MX","-99.700927734375","19.259293812482564"
"1","MX","-102.469482421875","22.482105863912203"
"1","MX","-98.90991210937501","20.457895810117556"
"1","MX","-101.30493164062501","20.84854479846331"
"1","MX","-100.14038085937501","19.383704304380334"
"1","MX","-102.337646484375","21.973613177114466"
"1","MX","-102.00805664062499","22.482105863912203"
"1","MX","-101.04125976562501","22.278930228898506"
"1","MX","-99.04174804687501","19.839059673051967"
"1","MX","-99.920654296875","21.81050795242381"
"1","MX","-99.503173828125","18.218915767213282"
"1","MX","-96.33911132812501","18.427501656067832"
"1","MX","-99.481201171875","19.134788862145076"
"1","MX","-98.338623046875","19.67362522793804"
"1","MX","-101.019287109375","22.116176779835115"
"1","MX","-100.11840820312499","20.02496757834686"
"1","MX","-98.51440429687499","20.97169817846459"
"1","MX","-99.613037109375","19.300774497281314"
"1","MX","-100.29418945312501","19.4458739675579"
"1","MX","-101.458740234375","20.766386463320444"
"1","MX","-97.37182617187499","20.581367007168677"
"1","MX","-100.40405273437501","19.921712410135534"
"1","MX","-101.129150390625","20.66362570637444"
"1","MX","-102.359619140625","22.40087121919862"
"1","MX","-97.525634765625","17.193274439174672"
"1","MX","-102.293701171875","22.197577084904818"
"1","MX","-97.789306640625","21.340548112055757"
"1","MX","-99.72290039062501","19.342244667598703"
"1","MX","-98.62426757812501","19.90105326907622"
"1","MX","-98.756103515625","17.780073820365814"
"1","MX","-100.18432617187499","20.23127429953226"
"1","MX","-96.668701171875","18.19804337426725"
"1","MX","-97.921142578125","21.38147455082744"
"1","MX","-99.30541992187499","20.02496757834686"
"1","MX","-100.44799804687499","21.11524895599417"
"1","MX","-99.87670898437501","19.342244667598703"
"1","MX","-96.03149414062501","18.67747093898039"
"1","MX","-97.34985351562497","20.643065199232034"
"1","MX","-98.602294921875","19.61154317079125"
"1","MX","-96.734619140625","16.56249222057764"
"1","MX","-101.612548828125","21.85130174171879"
"1","MX","-99.28344726562501","20.49906393791221"
"1","MX","-95.94360351562501","17.52882037204445"
"1","MX","-99.217529296875","19.4458739675579"
"1","MX","-97.635498046875","16.077485588799455"
"1","MX","-95.042724609375","17.90556850381341"
"1","MX","-99.92065429687501","18.88549765488576"
"1","MX","-99.74487304687501","18.92707210814521"
"1","MX","-101.48071289062501","22.6241517840819"
"1","MX","-97.987060546875","16.751947632472593"
"1","MX","-101.260986328125","20.086888165814532"
"1","MX","-97.174072265625","20.41671664458883"
"1","MX","-96.77856445312499","18.573361565629625"
"1","MX","-103.32641601562499","20.869077381412794"
"1","MX","-102.77709960937501","20.766386463320444"
"1","MX","-100.140380859375","22.583582164250842"
"1","MX","-99.063720703125","19.238549533114522"
"1","MX","-99.78881835937499","19.921712410135534"
"1","MX","-100.64575195312501","19.67362522793804"
"1","MX","-94.82299804687501","18.177168481358276"
"1","MX","-99.32739257812499","19.300774497281314"
"1","MX","-101.78833007812499","21.03323688161548"
"1","MX","-97.59155273437497","19.093266310501892"
"1","MX","-102.733154296875","20.41671664458883"
"1","MX","-100.27221679687499","19.818389757884866"
