slug,picked_window_start_pt,picked_hours_since_quake,movement_file,start_band,cos_filter,n_od,total_flow_sum,share_dest_0_25km,share_dest_25_50km
park_fire_2024,2024-07-31 08:00:00,40.0,4954863906916281_2024-07-31_0800.csv,50-100km,inward,151,2346.0,0.0,0.18115942028985507
