distance_band,n_windows,P_max,t_at_P_max,P_min,t_at_P_min,t_flip_start,t_flip_end,P_flip_start,P_flip_end
0-25km,28,0.450392132379165,136.0,0.21865570729368683,304.0,,,,
25-50km,28,-0.035240950151134126,280.0,-0.10604666649950467,136.0,,,,
50-100km,28,0.08232792094342077,40.0,0.03370817225103297,568.0,,,,
100-200km,28,-0.0021614638681560876,376.0,-0.09921849407630647,640.0,,,,
200km+,0,,,,,,,,
