window_start_pt,hours_since_quake,only_hour_pt,distance_band,n_od,F_r,F_total,P,A
2024-09-16 08:00:00,-8.0,8,0-25km,110,642.0129379193037,2470.0,0.25992426636409055,0.25992426636409055
2024-09-16 08:00:00,-8.0,8,25-50km,761,-1089.655521656487,25151.0,-0.04332454064078912,0.04332454064078912
2024-09-16 08:00:00,-8.0,8,50-100km,174,243.6976876797836,4462.0,0.05461624555799722,0.05461624555799722
2024-09-16 08:00:00,-8.0,8,100-200km,100,-128.65445204884634,2097.0,-0.061351670028062154,0.061351670028062154
2024-09-16 08:00:00,-8.0,8,200km+,0,0.0,0.0,,
2024-09-17 08:00:00,16.0,8,0-25km,121,728.0906679051238,2886.0,0.2522836687127941,0.2522836687127941
2024-09-17 08:00:00,16.0,8,25-50km,819,-1378.1288745507297,28136.0,-0.04898098075599693,0.04898098075599693
2024-09-17 08:00:00,16.0,8,50-100km,187,300.78121891580656,4735.0,0.06352296070027594,0.06352296070027594
2024-09-17 08:00:00,16.0,8,100-200km,117,-168.35239891996554,2500.0,-0.06734095956798622,0.06734095956798622
2024-09-17 08:00:00,16.0,8,200km+,0,0.0,0.0,,
2024-09-18 08:00:00,40.0,8,0-25km,107,654.7337746666018,2619.0,0.24999380476006178,0.24999380476006178
2024-09-18 08:00:00,40.0,8,25-50km,818,-997.089687523677,27376.0,-0.03642203709540024,0.03642203709540024
2024-09-18 08:00:00,40.0,8,50-100km,181,380.6019785214342,4623.0,0.08232792094342077,0.08232792094342077
2024-09-18 08:00:00,40.0,8,100-200km,116,-173.51080110616533,2542.0,-0.06825759288204773,0.06825759288204773
2024-09-18 08:00:00,40.0,8,200km+,0,0.0,0.0,,
2024-09-19 08:00:00,64.0,8,0-25km,106,636.983797587905,2602.0,0.24480545641349152,0.24480545641349152
2024-09-19 08:00:00,64.0,8,25-50km,792,-1130.6541940639845,26711.0,-0.04232916004881826,0.04232916004881826
2024-09-19 08:00:00,64.0,8,50-100km,180,174.83965608267064,4538.0,0.038527910110769205,0.038527910110769205
2024-09-19 08:00:00,64.0,8,100-200km,117,-141.4622887521911,2530.0,-0.055913948123395694,0.055913948123395694
2024-09-19 08:00:00,64.0,8,200km+,0,0.0,0.0,,
2024-09-20 08:00:00,88.0,8,0-25km,112,704.6731239336463,2630.0,0.2679365490242001,0.2679365490242001
2024-09-20 08:00:00,88.0,8,25-50km,800,-1341.4406340800535,25688.0,-0.05222051674244992,0.05222051674244992
2024-09-20 08:00:00,88.0,8,50-100km,187,304.264073733494,4480.0,0.06791608788694063,0.06791608788694063
2024-09-20 08:00:00,88.0,8,100-200km,96,-92.99765683122786,2265.0,-0.04105856813740744,0.04105856813740744
2024-09-20 08:00:00,88.0,8,200km+,0,0.0,0.0,,
2024-09-21 08:00:00,112.0,8,0-25km,71,349.42720574812773,1416.0,0.24677062552833878,0.24677062552833878
2024-09-21 08:00:00,112.0,8,25-50km,437,-515.0330677907305,10650.0,-0.04835991246861319,0.04835991246861319
2024-09-21 08:00:00,112.0,8,50-100km,100,142.70568225480682,2064.0,0.06914034992965447,0.06914034992965447
2024-09-21 08:00:00,112.0,8,100-200km,63,-29.98184571439245,1152.0,-0.02602590773818789,0.02602590773818789
2024-09-21 08:00:00,112.0,8,200km+,0,0.0,0.0,,
2024-09-22 08:00:00,136.0,8,0-25km,61,621.5411426832477,1380.0,0.450392132379165,0.450392132379165
2024-09-22 08:00:00,136.0,8,25-50km,373,-982.7344584509098,9267.0,-0.10604666649950467,0.10604666649950467
2024-09-22 08:00:00,136.0,8,50-100km,75,54.51327565154128,1463.0,0.03726129572900976,0.03726129572900976
2024-09-22 08:00:00,136.0,8,100-200km,47,-20.033885922991693,810.0,-0.02473319249752061,0.02473319249752061
2024-09-22 08:00:00,136.0,8,200km+,0,0.0,0.0,,
2024-09-23 08:00:00,160.0,8,0-25km,116,783.2036586085688,2789.0,0.28081880911027923,0.28081880911027923
2024-09-23 08:00:00,160.0,8,25-50km,834,-1485.4516886190256,28098.0,-0.05286681217947988,0.05286681217947988
2024-09-23 08:00:00,160.0,8,50-100km,187,261.90960122752136,4705.0,0.055666227678538016,0.055666227678538016
2024-09-23 08:00:00,160.0,8,100-200km,111,-51.35599799337106,2334.0,-0.02200342673237835,0.02200342673237835
2024-09-23 08:00:00,160.0,8,200km+,0,0.0,0.0,,
2024-09-24 08:00:00,184.0,8,0-25km,119,704.1452821418187,2918.0,0.24131092602529772,0.24131092602529772
2024-09-24 08:00:00,184.0,8,25-50km,844,-1496.7526408623269,29373.0,-0.05095675078685619,0.05095675078685619
2024-09-24 08:00:00,184.0,8,50-100km,207,409.64949671960665,5157.0,0.07943562084925473,0.07943562084925473
2024-09-24 08:00:00,184.0,8,100-200km,122,-171.25800925837956,2735.0,-0.06261718802865797,0.06261718802865797
2024-09-24 08:00:00,184.0,8,200km+,0,0.0,0.0,,
2024-09-25 08:00:00,208.0,8,0-25km,116,646.8041509663177,2956.0,0.21881060587493834,0.21881060587493834
2024-09-25 08:00:00,208.0,8,25-50km,852,-1375.115037134838,29173.0,-0.04713656590459802,0.04713656590459802
2024-09-25 08:00:00,208.0,8,50-100km,200,266.5051389563184,5073.0,0.0525340309395463,0.0525340309395463
2024-09-25 08:00:00,208.0,8,100-200km,123,-206.09618623742057,2699.0,-0.07636020238511322,0.07636020238511322
2024-09-25 08:00:00,208.0,8,200km+,0,0.0,0.0,,
2024-09-26 08:00:00,232.0,8,0-25km,118,838.8667385204949,2959.0,0.2834967010883727,0.2834967010883727
2024-09-26 08:00:00,232.0,8,25-50km,827,-1187.3587777962603,28656.0,-0.0414349098895959,0.0414349098895959
2024-09-26 08:00:00,232.0,8,50-100km,216,332.55982593066284,5161.0,0.06443709086042683,0.06443709086042683
