fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.19998152173243786,-0.19998152173243786,-2.447672764279175,0.02288245400867328,41,15.0,415.0,0.0012789754294868505,0.7097893180331192,24.0,72.0
