r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.0959628803563413,5.0,0.09596288035634126
10.0,0.9662921743222167,15.0,0.0337078256777833
20.0,0.9038399555177554,25.0,0.09616004448224458
30.0,0.8779545692186503,35.0,0.12204543078134966
40.0,0.8964562619102994,45.0,0.10354373808970063
50.0,0.9434319504632077,55.0,0.056568049536792286
60.0,0.9648907878481202,65.0,0.03510921215187979
70.0,0.9891688012087423,75.0,0.010831198791257712
80.0,1.019470830372995,85.0,0.019470830372994907
90.0,0.9915423354167522,95.0,0.008457664583247815
100.0,0.8896782674884659,105.0,0.1103217325115341
110.0,0.8805213228262164,115.0,0.11947867717378358
120.0,0.9259049566231472,125.0,0.0740950433768528
130.0,0.9748978273282876,135.0,0.02510217267171244
140.0,0.9796875719677196,145.0,0.020312428032280394
150.0,0.9931400886403564,155.0,0.006859911359643589
160.0,0.997268286362113,165.0,0.0027317136378870455
170.0,0.9782979415492115,175.0,0.02170205845078854
180.0,0.9862523965549772,185.0,0.013747603445022794
190.0,0.9742189061310982,195.0,0.025781093868901817
200.0,0.9710390743092661,205.0,0.02896092569073394
210.0,0.9631051374585837,215.0,0.03689486254141627
220.0,0.975179323339739,225.0,0.024820676660261
230.0,0.9796480137725407,235.0,0.020351986227459262
240.0,0.9715247926818074,245.0,0.02847520731819264
250.0,0.9690734368944115,255.0,0.0309265631055885
260.0,0.9762572570615534,265.0,0.02374274293844658
270.0,0.9690692656260833,275.0,0.03093073437391669
280.0,0.9701550858080655,285.0,0.02984491419193447
290.0,0.9699792790372717,295.0,0.030020720962728342
300.0,0.9733071959776896,305.0,0.026692804022310446
310.0,0.9609010135441094,315.0,0.039098986455890605
320.0,0.9513354978705898,325.0,0.0486645021294102
330.0,0.9654480845718219,335.0,0.03455191542817815
340.0,0.9623110229163128,345.0,0.037688977083687236
350.0,0.9397839994972945,355.0,0.06021600050270548
360.0,0.9700089037767177,365.0,0.029991096223282332
370.0,0.9788256229317298,375.0,0.02117437706827019
380.0,0.9883274803845228,385.0,0.011672519615477217
390.0,1.7097893180331192,395.0,0.7097893180331192
400.0,1.0012789754294869,405.0,0.0012789754294868505
410.0,1.1584137738636517,415.0,0.15841377386365174
