hours_since_quake,D,near_delta,n_r_bins,t_hours,D_peak,t_peak_hours,D_norm,short_name,slug,name,disaster_type,event_type
-8.0,0.04590745984330732,-0.050373082260325885,21,-8.0,0.10140977225297246,448.0,0.45269266288054116,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
16.0,0.02413993746453263,-0.016870295645040778,21,16.0,0.10140977225297246,448.0,0.2380435033846066,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
40.0,0.02510884266281488,-0.015253024759841397,21,40.0,0.10140977225297246,448.0,0.24759786068919906,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
64.0,0.03126412110809581,0.008331778422440464,21,64.0,0.10140977225297246,448.0,0.30829495435711735,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
88.0,0.05485830950530589,0.04420083769330011,21,88.0,0.10140977225297246,448.0,0.5409568356830415,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
112.0,0.057909857837906496,0.046459838731492474,21,112.0,0.10140977225297246,448.0,0.5710481007042107,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
136.0,0.056387640000417454,0.0440886888527976,21,136.0,0.10140977225297246,448.0,0.5560375370901659,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
160.0,0.05354351458509867,0.0408425123996952,21,160.0,0.10140977225297246,448.0,0.5279916658478566,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
184.0,0.05745440189076603,0.0453721372990458,21,184.0,0.10140977225297246,448.0,0.5665568575328496,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
208.0,0.06699766174465763,0.0628594596963578,21,208.0,0.10140977225297246,448.0,0.6606627769316762,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
232.0,0.07369557376249379,0.06355684528398249,21,232.0,0.10140977225297246,448.0,0.7267107708185754,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
256.0,0.08315852383039449,0.07437006736356704,21,256.0,0.10140977225297246,448.0,0.8200247568148641,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
280.0,0.09547422138634418,0.08278810819240656,21,280.0,0.10140977225297246,448.0,0.9414696361626599,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
304.0,0.08555052519634021,0.0740772850006955,21,304.0,0.10140977225297246,448.0,0.8436122406717328,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
328.0,0.0799608158875537,0.06693205420250663,21,328.0,0.10140977225297246,448.0,0.7884922144197986,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
352.0,0.07821787976008553,0.07023107401427697,21,352.0,0.10140977225297246,448.0,0.7713051515880202,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
376.0,0.08613224877447925,0.07722852965777523,21,376.0,0.10140977225297246,448.0,0.849348606755742,flooding_in_central_an,flooding_in_central_and_eastern_europe_sept_16_2024,Flooding In Central And Eastern Europe Sept 16 2024,flood,INFL
