n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
14,-0.5274725274725275,-0.6339285714285714,-0.3991758241758242,0.0639548914835548,0.020189217096720887,0.17669314759390134
