slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.10140977225297246,448.0,full_post_peak,24.0,7,7,7,-0.040294969090545314,-0.3029612327394154,0.3018856119933171,24.0,168.0,0.9382873307233776,0.09515150451650717,0.06977976660180835,0.9382873307233776,27,0.10140977225297246,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.17419228592402028,-8.0,full_post_peak,24.0,13,13,13,0.18320820802297758,-0.9961724426419839,0.2012003262871115,24.0,312.0,0.16203108558204476,0.02822456518828694,-0.32989580712750044,0.16203108558204476,14,0.17419228592402028,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.24076115611938526,0.0,full_post_peak,24.0,14,14,14,0.5752354116605234,1.0196361170624504,0.8126257747002348,24.0,336.0,0.11688674322546568,0.02814178743399284,-0.279299263948949,0.11688674322546568,15,0.24076115611938526,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,0.2408522972731543,16.0,full_post_peak,24.0,30,30,30,0.37032216120756517,0.4512236049823005,0.5056795878028837,24.0,720.0,0.17918869331169632,0.043158008429496755,,0.17918869331169632,32,0.2408522972731543,,,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,data_quality_missing_near_delta,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.10634443541887714,72.0,full_post_peak,24.0,6,6,6,-0.07951417482663427,-0.6157181240430705,0.5118959061576496,24.0,144.0,0.7882899520311668,0.08383024989512818,0.07709149782075107,0.7882899520311668,7,0.10634443541887714,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.1056329999735687,168.0,full_post_peak,24.0,8,8,8,0.014744272485118313,-0.20215445337991075,0.029986296607771967,24.0,192.0,0.7203077292941922,0.07608826634949474,0.08043877581080847,0.7203077292941922,15,0.1056329999735687,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,0.19681374167841237,0.0,full_post_peak,24.0,9,9,9,0.004102095907208021,-0.5104919179322202,0.0016892883459256325,24.0,216.0,0.5823460802730399,0.11461371101029406,0.03710834271388047,0.5823460802730399,10,0.19681374167841237,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
moldova_flooding_2024,moldova,flood,INFL,0.058662951664797056,448.0,full_post_peak,24.0,8,8,8,-0.02053566865992502,-0.5220005375365485,0.006948346735030864,24.0,192.0,0.6954259000503025,0.04079573596109888,0.041744017169828646,0.6954259000503025,28,0.058662951664797056,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
spain_flood,spain_flood,flood,INFL,0.13305641705151502,88.0,full_post_peak,24.0,5,5,5,0.09359830484275881,0.11489593946684899,0.5733148634928174,24.0,120.0,0.771509589947988,0.10265430175936284,0.16486129195534002,0.771509589947988,10,0.13305641705151502,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.18936627469120573,-8.0,full_post_peak,24.0,14,14,14,-0.0818837535831312,-1.9003609950647689,0.007954764023290761,24.0,336.0,0.5198433422657118,0.09844079714788327,-0.06799159854072688,0.5198433422657118,15,0.18936627469120573,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
