window_start_pt,hours_since_quake,band,n_edges,baseline_sum,crisis_sum,phi_aggregate
2024-08-10 08:00:00,280.0,0-25km,159,29740.498911295646,31368.0,1.0547233956484239
2024-08-10 08:00:00,280.0,100-200km,2703,342076.2771889205,356837.0,1.043150384272124
2024-08-10 08:00:00,280.0,200km+,653,44977.97299278522,46479.0,1.033372491184864
2024-08-10 08:00:00,280.0,25-50km,656,115859.35244195136,119644.0,1.0326658787424594
2024-08-10 08:00:00,280.0,50-100km,860,82822.57854663719,86372.0,1.0428557226259763
2024-08-11 08:00:00,304.0,0-25km,156,30813.169604716655,31888.0,1.0348821756759103
2024-08-11 08:00:00,304.0,100-200km,2493,350220.4913670169,361630.0,1.0325780727119886
2024-08-11 08:00:00,304.0,200km+,632,46177.73859293239,47174.0,1.0215744953612798
2024-08-11 08:00:00,304.0,25-50km,635,120192.33969819779,122958.0,1.0230102875836078
2024-08-11 08:00:00,304.0,50-100km,839,85661.80689784403,89056.0,1.039623178929715
2024-08-12 08:00:00,328.0,0-25km,170,27763.451063641558,28785.0,1.0367947390263828
2024-08-12 08:00:00,328.0,100-200km,3250,323973.06110155775,336065.0,1.0373239023557324
2024-08-12 08:00:00,328.0,200km+,764,43365.514872920794,44775.0,1.0325024418875135
2024-08-12 08:00:00,328.0,25-50km,773,110292.77121727119,112739.0,1.0221794117214615
2024-08-12 08:00:00,328.0,50-100km,946,75533.05197993208,78061.0,1.0334681037480065
2024-08-13 08:00:00,352.0,0-25km,178,26971.37528764151,28206.0,1.0457753710810662
2024-08-13 08:00:00,352.0,100-200km,3381,320762.15524770104,331038.0,1.0320357142642456
2024-08-13 08:00:00,352.0,200km+,782,43105.261929198205,44124.0,1.023633728811928
2024-08-13 08:00:00,352.0,25-50km,813,108295.00432430158,110830.0,1.023408242065415
2024-08-13 08:00:00,352.0,50-100km,974,74591.39307513891,76604.0,1.0269817581075837
2024-08-14 08:00:00,376.0,0-25km,177,27174.074945737295,28956.0,1.0655744513040812
2024-08-14 08:00:00,376.0,100-200km,3379,319859.6636877636,342222.0,1.0699129613731657
2024-08-14 08:00:00,376.0,200km+,785,43045.2598594178,45172.0,1.0494070693852926
2024-08-14 08:00:00,376.0,25-50km,808,108339.00073569374,114381.0,1.055769383354813
2024-08-14 08:00:00,376.0,50-100km,947,74291.76898536686,79135.0,1.0651920270681279
