removed_slug,n_after_remove,spearman_rho,spearman_p
cambodia_monsoon_season_study_2024_05_09,12,-0.30069930069930073,0.34225952894002437
flooding_in_central_and_eastern_europe_sept_16_2024,12,-0.37762237762237766,0.22620604493502647
hurricane_john_southern_mexico_25_september_2024,12,-0.4755244755244756,0.118175957013032
moldova_flooding_2024,12,-0.44055944055944063,0.1517350357167303
park_fire_california_29_july_2024,12,-0.4685314685314686,0.12445479118883407
spain_flood,12,-0.39860139860139865,0.19933549461780897
the_flooding_across_bagmati_and_koshi_provinces_nepal,12,-0.35664335664335667,0.2551377517589572
the_flooding_across_gujarat_india,12,-0.5944055944055945,0.04152149441031857
the_wildfires_in_quito_pichincha_province_ecuador,12,-0.3356643356643357,0.28612290291498743
turkiye_earthquake_2023,12,-0.43356643356643365,0.15910576941219534
typhoon_krathon_across_taiwan,12,-0.4895104895104896,0.10625237175934595
typhoon_yagi_across_northeastern_vietnam,12,-0.2797202797202798,0.37856866966230307
wildfires_in_boise_county_idaho_27_august_2024,12,-0.44055944055944063,0.1517350357167303
