n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
13,-0.43356643356643365,-0.562937062937063,-0.2860139860139861,0.15910576941219534,0.06094075761502679,0.36767592744561944
