slug,short_name,disaster_type,event_type,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
cambodia_monsoon_season_study_2024_05_09,cambodia_monsoon_seaso,monsoon,EVAC,4,power_law,-35.75796567177989,-32.61489769877147,-34.58159989253606,0.0,3.143067973008421,1.176365779243831,0.35979988535894486,136.49970454971154,1.00004181079481,0.18076390361163402
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,6,power_law,-40.358244453543236,-35.02646749386402,-36.92726487036195,0.0,5.3317769596792175,3.4309795831812835,-0.01808676150225001,1999.9999999961412,1999.9999996518504,0.010000000000000002
hurricane_debby_across_florida_and_georgia_us,debby_pre,hurricane,NEUTRAL,0,,,,,,,,,,,
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,2,,,,,,,,,,,
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,4,exponential,-20.292872674876957,-22.139789373941575,-21.66230806917433,1.846916699064618,0.0,0.47748130476724526,0.17633768875562456,261.1527766630401,172.39738036795922,2.0158690242819866
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,3,stretched_exp,-23.33012922548861,-28.643893044330245,-82.89306334778564,59.56293412229704,54.2491703034554,0.0,0.5148799120032396,200.2288252631458,234.01965343628208,1.541021636683797
india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar,india_monsoon_season_s,monsoon,INFL,2,,,,,,,,,,,
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,1,,,,,,,,,,,
moldova_flooding_2024,moldova,flood,INFL,4,power_law,-29.958009098393767,-25.860144296260223,-27.958241285300264,0.0,4.097864802133543,1.9997678130935022,0.1886638630807292,284.985892061776,1.0000000000000064,0.11853794357450897
pakistan_monsoon_season_study_sindh_2024_05_09,pakistan_monsoon_seaso,monsoon,INFL,1,,,,,,,,,,,
park_fire_2024,park_fire1,wildfire,INFL,0,,,,,,,,,,,
park_fire_california_29_july_2024,park_fire2,wildfire,NEUTRAL,3,power_law,-26.996331570871774,-24.173268066985496,-25.68604589814275,0.0,2.823063503886278,1.310285672729023,0.07681861870799045,585.864480290673,1.0000837807653022,0.06103980400815941
spain_flood,spain_flood,flood,INFL,4,stretched_exp,-36.24115362718974,-34.64146533919799,-37.08223056195592,0.8410769347661784,2.440765222757925,0.0,0.14765977893310617,341.83479383379967,570.4150256517186,0.4082558542059301
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,5,exponential,-30.984089479873987,-44.99212275449032,-43.44219223091108,14.00803327461633,0.0,1.5499305235792349,0.7505037301470164,55.806188985021684,54.05018398097874,0.9679473578915282
the_flooding_across_eastern_bangladesh,bangladesh_fld,flood,INFL,1,,,,,,,,,,,
the_flooding_across_gujarat_india,gujarat_fld,flood,EVAC,6,stretched_exp,-39.099764000491966,-48.19120597811059,-48.45420322873822,9.354439228246257,0.26299725062763457,0.0,0.13528370261927472,450.52500628151756,345.3843819292498,1.4025797564911753
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,INFL,3,power_law,-18.48412265212795,-16.41611321733226,-16.949153486628322,0.0,2.068009434795691,1.5349691654996285,0.3892972943794299,113.39576077974897,1.000000000005104,0.19035420837215436
the_flooding_in_benue_and_kogi_states_nigeria,the_flooding_in_benue_,flood,INFL,0,,,,,,,,,,,
the_flooding_in_conakry_city_conakry_guinea,the_flooding_in_conakr,flood,INFL,2,,,,,,,,,,,
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,4,stretched_exp,-15.053065731137451,-17.570935725942526,-25.63577935537701,10.58271362423956,8.064843629434485,0.0,0.34194641975306106,128.77150902748753,109.2270832162382,2.9999999999999947
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,2,,,,,,,,,,,
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,1,,,,,,,,,,,
turkiye_earthquake_2023,turkiye,earthquake,INFL,4,power_law,-30.68903598246368,-28.833784184944715,-29.59734608626221,0.0,1.8552517975189637,1.0916898962014692,0.2209610398689195,227.00707115432067,77.61564402787037,0.2518613756953819
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,4,stretched_exp,-20.09484198278846,-23.14928992113051,-36.43027872875559,16.33543674596713,13.280988807625079,0.0,0.20337543955770265,224.91068741458082,135.53870861261322,2.9999999999999996
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,5,exponential,-31.057015849322298,-47.1146190611038,-45.88320174257647,16.057603211781505,0.0,1.2314173185273347,0.47521095851555145,110.45995834492818,108.05567103600049,0.9483159651844439
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,INFL,3,power_law,-25.03815848992738,-23.11188423042524,-23.696837621323827,0.0,1.92627425950214,1.3413208686035532,0.16919014911361274,269.1168755526173,1.0000000000001144,0.11105824613343665
