n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
15,0.15164835164835166,0.04681318681318682,0.3037362637362637,0.6047905984521367,0.2980722968434425,0.8739788342360817
