r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.006409206378723,5.0,0.006409206378723109
10.0,1.0270061103373762,15.0,0.02700611033737621
20.0,1.054369674345307,25.0,0.05436967434530704
30.0,1.0616830489569693,35.0,0.0616830489569693
40.0,1.0495524527255136,45.0,0.04955245272551356
50.0,1.0327013476293903,55.0,0.032701347629390254
60.0,1.0117049930616844,65.0,0.011704993061684377
70.0,1.0127932988003887,75.0,0.012793298800388708
80.0,0.9976593888531856,85.0,0.0023406111468143864
90.0,0.9953980467783382,95.0,0.004601953221661792
100.0,0.9970868999828615,105.0,0.0029131000171385146
110.0,0.9993226300963551,115.0,0.0006773699036448644
120.0,0.9971585359473779,125.0,0.002841464052622089
130.0,1.0071981427040742,135.0,0.007198142704074151
140.0,0.959597559701274,145.0,0.04040244029872597
150.0,0.9573433315798432,155.0,0.04265666842015681
160.0,1.0270634049555167,165.0,0.027063404955516734
170.0,1.0099186502236877,175.0,0.009918650223687653
180.0,0.9633249597404434,185.0,0.03667504025955659
190.0,1.0049514519062308,195.0,0.004951451906230808
200.0,1.0052841015337326,205.0,0.005284101533732599
210.0,0.9938192912582433,215.0,0.006180708741756691
220.0,1.0115700962881526,225.0,0.011570096288152643
230.0,0.9998763587428605,235.0,0.00012364125713948404
240.0,0.9486457966456114,245.0,0.05135420335438856
250.0,0.9762781037459458,255.0,0.023721896254054187
260.0,0.9607574236295864,265.0,0.03924257637041362
270.0,1.0131231090087773,275.0,0.013123109008777334
280.0,0.9937745844684925,285.0,0.006225415531507461
290.0,1.020711463123254,295.0,0.020711463123253893
300.0,1.0710421949820066,305.0,0.07104219498200659
310.0,0.9769225069234966,315.0,0.02307749307650342
320.0,0.9599454918074776,325.0,0.04005450819252243
330.0,0.9586982197257783,335.0,0.04130178027422171
340.0,1.016527626209226,345.0,0.016527626209225987
350.0,1.0122726805857347,355.0,0.012272680585734719
360.0,1.0066425486930561,365.0,0.006642548693056138
370.0,0.9847603742840279,375.0,0.01523962571597215
380.0,0.9432004770699074,385.0,0.056799522930092605
390.0,0.935706938953933,395.0,0.06429306104606702
400.0,0.9356119332583555,405.0,0.06438806674164455
410.0,0.8820688980175356,415.0,0.11793110198246437
440.0,1.027317793404801,445.0,0.027317793404801005
470.0,0.8747279519529425,475.0,0.1252720480470575
480.0,0.948093899990867,485.0,0.05190610000913298
490.0,0.8440343392023124,495.0,0.1559656607976876
