n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
15,-0.7538461538461538,-0.8149450549450549,-0.7362637362637363,0.0018447252892572188,0.00040755404019522483,0.0026764473596131958
