r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,path_coverage_frac_mean,r_center_km,abs_dev
0.0,0.592654761129374,1.0,1.0,0.0833333333333333,5.0,0.407345238870626
10.0,0.2360761574432508,12.666666666666666,6.333333333333333,0.1666666666666666,15.0,0.7639238425567492
20.0,0.6744277884781278,29.333333333333332,21.0,0.1666666666666666,25.0,0.3255722115218722
30.0,0.9852664534275045,28.666666666666668,25.666666666666668,0.1666666666666666,35.0,0.014733546572495482
40.0,0.9707055252840423,26.666666666666668,21.666666666666668,0.1666666666666666,45.0,0.029294474715957697
50.0,0.8944384222103493,1.0,1.0,0.0833333333333333,55.0,0.1055615777896507
60.0,0.7861939818148135,3.0,3.0,0.0833333333333333,65.0,0.21380601818518652
70.0,0.4457045221805356,6.0,5.666666666666667,0.0833333333333333,75.0,0.5542954778194644
80.0,0.9831586424794456,2.3333333333333335,1.0,0.0833333333333333,85.0,0.01684135752055438
90.0,0.9650901038233363,26.333333333333332,26.0,0.0833333333333333,95.0,0.034909896176663735
100.0,0.9673403753420836,17.666666666666668,16.666666666666668,0.0833333333333333,105.0,0.032659624657916386
110.0,0.9418395374036455,41.333333333333336,39.0,0.25,115.0,0.058160462596354545
120.0,1.0091129171708855,18.0,17.666666666666668,0.0833333333333333,125.0,0.00911291717088547
150.0,0.9190203556291571,15.0,13.666666666666666,0.1666666666666666,155.0,0.08097964437084293
160.0,0.9621354246933693,62.333333333333336,61.333333333333336,0.25,165.0,0.03786457530663068
170.0,0.9676738741410835,134.66666666666666,131.33333333333334,0.25,175.0,0.03232612585891648
180.0,0.957419748679771,105.66666666666667,101.0,0.3333333333333333,185.0,0.04258025132022902
190.0,0.9486697023916455,120.66666666666667,119.33333333333333,0.4166666666666667,195.0,0.0513302976083545
200.0,0.9696502687428462,114.66666666666667,113.66666666666667,0.4166666666666667,205.0,0.03034973125715379
210.0,0.9739171568335484,68.33333333333333,68.0,0.25,215.0,0.026082843166451597
220.0,0.9695906513601816,67.33333333333333,65.0,0.1666666666666666,225.0,0.030409348639818368
230.0,0.9653468329626387,69.33333333333333,65.66666666666667,0.1666666666666666,235.0,0.03465316703736132
240.0,0.9642911718660135,24.333333333333332,23.666666666666668,0.0833333333333333,245.0,0.03570882813398646
250.0,0.9605395240273723,3.0,3.0,0.0833333333333333,255.0,0.039460475972627695
