r_bin_km,phi_mean,r_center_km,abs_dev
0.0,0.9827900065720502,5.0,0.01720999342794982
10.0,1.0766418281919292,15.0,0.07664182819192922
20.0,1.0842279709237324,25.0,0.08422797092373235
30.0,1.0946445045050948,35.0,0.09464450450509476
40.0,1.1019637211275266,45.0,0.10196372112752661
50.0,1.1025445123055269,55.0,0.10254451230552686
60.0,1.0892220912178623,65.0,0.08922209121786229
70.0,1.1018495109453794,75.0,0.10184951094537942
80.0,1.1089464756883087,85.0,0.10894647568830873
90.0,1.1114864740369153,95.0,0.11148647403691525
100.0,1.1150468900697068,105.0,0.11504689006970681
110.0,1.096830959268928,115.0,0.09683095926892804
120.0,1.0878570334029332,125.0,0.08785703340293316
130.0,1.093029545801726,135.0,0.09302954580172607
140.0,1.0920898138412276,145.0,0.09208981384122761
150.0,1.0946152614129692,155.0,0.09461526141296916
160.0,1.1145550770820893,165.0,0.11455507708208934
170.0,1.1047754862741823,175.0,0.10477548627418232
180.0,1.118078760839224,185.0,0.11807876083922397
190.0,1.1187681608162618,195.0,0.11876816081626185
200.0,1.113076574424367,205.0,0.11307657442436692
210.0,1.254179114874456,215.0,0.2541791148744561
220.0,0.691523738685793,225.0,0.308476261314207
230.0,0.9472346029432056,235.0,0.052765397056794394
240.0,1.0476285471319478,245.0,0.04762854713194775
250.0,0.9320172874482864,255.0,0.06798271255171362
260.0,0.966565349902709,265.0,0.03343465009729096
