window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,phi_aggregate,phi_overlap,tile_overlap_ratio
2024-08-14 00:00:00,-8.0,0.0,60,60,60,14660.627658422298,17474.61216605287,14660.627658422298,17474.61216605287,1.1919416121324098,1.1919416121324098,1.0
2024-08-14 00:00:00,-8.0,10.0,172,172,172,70317.55397314276,80181.5720416865,70317.55397314276,80181.5720416865,1.140278173957974,1.140278173957974,1.0
2024-08-14 00:00:00,-8.0,20.0,231,224,224,121154.19670567347,111274.18195275261,120556.63038217199,111274.18195275261,0.9184509078383564,0.9230034183935513,0.9696969696969697
2024-08-14 00:00:00,-8.0,30.0,270,272,270,114587.22716021413,115852.7581077392,114587.22716021413,115826.37479548105,1.0110442584124635,1.0108140118752884,1.0
2024-08-14 00:00:00,-8.0,40.0,250,247,245,73184.05146373781,75865.8654950628,72790.74021497965,75829.7101202606,1.0366447877329368,1.041749402414451,0.98
2024-08-14 00:00:00,-8.0,50.0,203,204,202,39260.59803490562,40532.930430671426,39183.71558769715,40506.50887586555,1.0324073615647578,1.033758750754707,0.9950738916256158
2024-08-14 00:00:00,-8.0,60.0,162,161,160,26190.635842752607,28113.294077849747,26154.01917089289,28078.706415808112,1.0734101396636833,1.0735904960663647,0.9876543209876543
2024-08-14 00:00:00,-8.0,70.0,144,138,138,26249.574547019176,28318.89877004359,26021.40962765105,28318.89877004359,1.0788326766713026,1.0882922629968197,0.9583333333333334
2024-08-14 00:00:00,-8.0,80.0,117,117,117,40828.434832648025,41581.57571671208,40828.434832648025,41581.57571671208,1.0184464794487251,1.0184464794487251,1.0
2024-08-14 00:00:00,-8.0,90.0,70,67,67,17869.803388049528,18653.18476283638,17764.881511443964,18653.18476283638,1.0438382761004936,1.0500033310562853,0.9571428571428572
2024-08-14 00:00:00,-8.0,100.0,10,8,8,790.5560342739133,546.5246928141697,732.5047441169446,546.5246928141697,0.6913168315970489,0.7461039634262313,0.8
2024-08-14 00:00:00,-8.0,110.0,2,2,2,54.20772167244459,28.240148626216403,54.20772167244459,28.240148626216403,0.520961733032431,0.520961733032431,1.0
2024-08-14 08:00:00,0.0,0.0,60,60,60,15577.481163907147,20115.287590486176,15577.481163907147,20115.287590486176,1.2913055312878874,1.2913055312878874,1.0
2024-08-14 08:00:00,0.0,10.0,172,172,172,75668.95964429113,91418.52412859384,75668.95964429113,91418.52412859384,1.2081377166851395,1.2081377166851395,1.0
2024-08-14 08:00:00,0.0,20.0,233,226,226,141106.33433413933,129140.36101035647,140678.11813575687,129140.36101035647,0.9151988932300695,0.9179847066601626,0.9699570815450643
2024-08-14 08:00:00,0.0,30.0,271,272,270,130003.7553296194,133998.0427540351,129990.452618891,133955.93471583602,1.0307244003397313,1.0305059488374204,0.996309963099631
2024-08-14 08:00:00,0.0,40.0,256,249,248,81595.90074910266,84030.91029629334,81443.84649109759,84010.43155837528,1.0298423024298493,1.031513554158548,0.96875
2024-08-14 08:00:00,0.0,50.0,205,205,203,44103.38463474324,45593.39009061213,44000.01658742566,45559.314505005066,1.0337843788681722,1.0354385756760152,0.9902439024390244
2024-08-14 08:00:00,0.0,60.0,164,159,159,29059.849037596003,30928.3450347014,28616.13923846048,30928.3450347014,1.0642982004031762,1.0808007599128986,0.9695121951219512
2024-08-14 08:00:00,0.0,70.0,147,139,138,29156.787273707894,30785.084882657204,28809.98668179495,30759.956065713413,1.0558462629529017,1.067683800254953,0.9387755102040817
2024-08-14 08:00:00,0.0,80.0,118,118,117,46886.39691814321,45189.52749214498,46865.79462568891,45162.92996601873,0.9638089182037017,0.9636650850952013,0.9915254237288136
2024-08-14 08:00:00,0.0,90.0,75,68,67,20036.96382201944,20265.915152412334,19809.17984265685,20253.550624531188,1.0114264482596556,1.022432568405353,0.8933333333333333
2024-08-14 08:00:00,0.0,100.0,11,9,9,956.596626985391,679.890748728719,910.7349445126982,679.890748728719,0.7107392285830234,0.7465297700776204,0.8181818181818182
2024-08-14 08:00:00,0.0,110.0,2,2,2,55.403916466275334,38.12074734945,55.403916466275334,38.12074734945,0.6880514913174831,0.6880514913174831,1.0
2024-08-14 16:00:00,8.0,0.0,60,60,60,17164.18438586091,18093.23946816507,17164.18438586091,18093.23946816507,1.05412754031409,1.05412754031409,1.0
