window_start_pt,hours_since_quake,min_edge_weight,n_nodes,n_edges,total_flow,avg_degree,gcc_size,gcc_fraction
2023-02-05 08:00:00,-8.0,1.0,3913,9045,337391.0,4.623051367237414,350,0.08944543828264759
2023-02-05 16:00:00,0.0,1.0,4222,13094,428625.0,6.202747513027002,478,0.11321648507816201
2023-02-06 08:00:00,16.0,1.0,5632,21873,867949.0,7.767400568181818,1241,0.22034801136363635
2023-02-06 16:00:00,24.0,1.0,3974,11778,371573.0,5.927528938097635,681,0.17136386512330146
2023-02-07 08:00:00,40.0,1.0,5479,20580,819269.0,7.512319766380727,988,0.1803248768023362
2023-02-07 16:00:00,48.0,1.0,3885,11619,363629.0,5.981467181467181,701,0.18043758043758043
2023-02-08 08:00:00,64.0,1.0,5576,21430,857877.0,7.686513629842181,994,0.17826398852223815
2023-02-08 16:00:00,72.0,1.0,3936,11955,377262.0,6.074695121951219,729,0.18521341463414634
2023-02-09 08:00:00,88.0,1.0,5656,22228,895161.0,7.85997171145686,1190,0.2103960396039604
2023-02-09 16:00:00,96.0,1.0,4031,12368,394496.0,6.136442570081866,505,0.12527908707516744
2023-02-10 08:00:00,112.0,1.0,5726,22631,910410.0,7.904645476772616,961,0.1678309465595529
2023-02-10 16:00:00,120.0,1.0,3511,8633,269200.0,4.917687268584449,452,0.12873825121048135
2023-02-11 08:00:00,136.0,1.0,5225,17169,692335.0,6.571866028708134,559,0.10698564593301435
2023-02-11 16:00:00,144.0,1.0,2673,4193,124806.0,3.137298915076693,346,0.12944257388701833
2023-02-12 08:00:00,160.0,1.0,4319,10640,415987.0,4.927066450567261,431,0.09979161843019217
2023-02-12 16:00:00,168.0,1.0,4242,13744,435831.0,6.47996228194248,742,0.17491749174917492
2023-02-13 08:00:00,184.0,1.0,5967,24709,1010269.0,8.2818836936484,1058,0.17730853024970672
2023-02-13 16:00:00,192.0,1.0,4257,13740,444870.0,6.455250176180408,494,0.11604416255579046
2023-02-14 08:00:00,208.0,1.0,5980,25097,1030331.0,8.393645484949833,1318,0.22040133779264215
2023-02-14 16:00:00,216.0,1.0,4256,13856,450703.0,6.511278195488722,607,0.14262218045112782
2023-02-15 08:00:00,232.0,1.0,5890,24607,1005828.0,8.355517826825126,970,0.16468590831918506
2023-02-15 16:00:00,240.0,1.0,4295,13757,443646.0,6.406053550640279,686,0.15972060535506402
2023-02-16 08:00:00,256.0,1.0,5963,24758,1014197.0,8.303873888982055,1062,0.17809827268153613
2023-02-16 16:00:00,264.0,1.0,4204,13687,447203.0,6.5114176974310185,476,0.11322549952426261
2023-02-17 08:00:00,280.0,1.0,5986,24719,1018007.0,8.258937520882059,1165,0.1946207818242566
2023-02-17 16:00:00,288.0,1.0,3687,9604,305561.0,5.209655546514782,555,0.15052888527257932
2023-02-18 08:00:00,304.0,1.0,5419,18790,772276.0,6.934858830042443,949,0.17512456172725596
2023-02-18 16:00:00,312.0,1.0,2815,4884,148035.0,3.4699822380106573,356,0.12646536412078152
2023-02-19 08:00:00,328.0,1.0,4422,11498,456573.0,5.200361827227499,519,0.11736770691994572
2023-02-19 16:00:00,336.0,1.0,4441,15008,495822.0,6.758838099527133,545,0.12272010808376492
2023-02-20 08:00:00,352.0,1.0,6284,26534,1116259.0,8.444939528962445,1287,0.20480585614258434
2023-02-20 16:00:00,360.0,1.0,4514,14954,509129.0,6.62560921577315,562,0.12450155073105892
2023-02-21 08:00:00,376.0,1.0,6100,25839,1086325.0,8.471803278688524,630,0.10327868852459017
2023-02-21 16:00:00,384.0,1.0,4436,14661,498234.0,6.610009017132552,506,0.11406672678088368
2023-02-23 08:00:00,424.0,1.0,6117,25702,1074641.0,8.403465751185221,878,0.14353441229360797
2023-02-23 16:00:00,432.0,1.0,4401,14259,483883.0,6.479890933878664,498,0.11315610088616224
2023-02-24 08:00:00,448.0,1.0,6085,25310,1058012.0,8.318816762530814,1321,0.2170912078882498
2023-02-24 16:00:00,456.0,1.0,3801,10115,328556.0,5.322283609576427,459,0.12075769534333071
2023-02-25 08:00:00,472.0,1.0,5549,19382,797577.0,6.98576320057668,757,0.13642097675256804
2023-02-25 16:00:00,480.0,1.0,2971,5165,158408.0,3.4769437899697073,296,0.09962975429148435
2023-02-26 08:00:00,496.0,1.0,4546,11905,466332.0,5.237571491421029,782,0.17201935767707874
2023-02-26 16:00:00,504.0,1.0,4554,15291,505627.0,6.715415019762846,756,0.16600790513833993
2023-02-27 08:00:00,520.0,1.0,6316,26659,1117201.0,8.441735275490817,1017,0.1610196326789107
2023-02-27 16:00:00,528.0,1.0,4577,15120,516958.0,6.606947782390212,571,0.12475420581166703
2023-02-28 08:00:00,544.0,1.0,6275,26579,1114200.0,8.471394422310757,1112,0.17721115537848606
2023-02-28 16:00:00,552.0,1.0,4591,14951,512381.0,6.513177956872141,503,0.10956218688738836
2023-03-01 08:00:00,568.0,1.0,6245,26293,1104005.0,8.420496397117693,1635,0.2618094475580464
2023-03-01 16:00:00,576.0,1.0,4562,14901,509186.0,6.53266111354669,514,0.11266988163086365
2023-03-02 08:00:00,592.0,1.0,6239,26068,1091294.0,8.356467382593364,953,0.15274883795480046
2023-03-02 16:00:00,600.0,1.0,4492,14614,498564.0,6.506678539626002,622,0.13846838824577026
2023-03-03 08:00:00,616.0,1.0,6241,25853,1083678.0,8.284890241948405,1001,0.16039096298670086
2023-03-03 16:00:00,624.0,1.0,3899,10270,335701.0,5.268017440369325,601,0.15414208771479868
2023-03-04 08:00:00,640.0,1.0,5475,19159,788046.0,6.998721461187214,596,0.10885844748858448
2023-03-04 16:00:00,648.0,1.0,2917,5077,156021.0,3.480973603016798,310,0.10627356873500171
2023-03-05 08:00:00,664.0,1.0,4448,11224,444847.0,5.046762589928058,431,0.09689748201438848
2023-03-05 16:00:00,672.0,1.0,4573,15028,499418.0,6.5724907063197024,846,0.18499890662584736
2023-03-06 08:00:00,688.0,1.0,6167,25867,1074463.0,8.38884384627858,1883,0.30533484676503975
2023-03-06 16:00:00,696.0,1.0,4485,14627,493466.0,6.52263099219621,506,0.11282051282051282
2023-03-07 08:00:00,712.0,1.0,6192,25864,1074741.0,8.354005167958656,1124,0.18152454780361757
2023-03-07 16:00:00,720.0,1.0,4560,14842,509579.0,6.5096491228070175,509,0.11162280701754386
2023-03-08 08:00:00,736.0,1.0,6212,26147,1099343.0,8.418222794591115,1028,0.1654861558274308
2023-03-08 16:00:00,744.0,1.0,4529,14704,503467.0,6.493265621550011,624,0.13777875910797086
2023-03-09 08:00:00,760.0,1.0,6201,26017,1086093.0,8.391227221415901,1076,0.17352039993549428
2023-03-09 16:00:00,768.0,1.0,4444,14424,494345.0,6.491449144914491,686,0.15436543654365437
2023-03-10 08:00:00,784.0,1.0,6142,25594,1069189.0,8.334093129273851,1500,0.24422012373819602
2023-03-10 16:00:00,792.0,1.0,3919,10371,337511.0,5.292676703240622,378,0.09645317683082419
2023-03-11 08:00:00,808.0,1.0,5478,18936,775003.0,6.913472070098576,1118,0.20408908360715589
2023-03-11 16:00:00,816.0,1.0,2911,5104,156020.0,3.5066987289591207,311,0.10683613878392305
2023-03-12 08:00:00,832.0,1.0,4480,11577,459293.0,5.168303571428571,403,0.08995535714285714
2023-03-12 16:00:00,840.0,1.0,4042,11904,374062.0,5.890153389411182,468,0.11578426521523998
2023-03-13 08:00:00,856.0,1.0,6347,26788,1118391.0,8.441153300772019,1020,0.16070584528123522
2023-03-13 16:00:00,864.0,1.0,3972,11519,375842.0,5.800100704934541,472,0.11883182275931521
2023-03-14 08:00:00,880.0,1.0,6391,26956,1127103.0,8.435612580190893,1284,0.20090752620873104
2023-03-14 16:00:00,888.0,1.0,3996,11428,372592.0,5.71971971971972,466,0.11661661661661661
2023-03-15 08:00:00,904.0,1.0,6360,26805,1116180.0,8.429245283018869,993,0.1561320754716981
2023-03-15 16:00:00,912.0,1.0,3989,11504,378337.0,5.767861619453497,608,0.15241915266984207
2023-03-16 08:00:00,928.0,1.0,6358,26979,1124735.0,8.48663101604278,1373,0.21594841145014154
2023-03-16 16:00:00,936.0,1.0,3976,11389,372123.0,5.72887323943662,473,0.11896378269617706
2023-03-17 08:00:00,952.0,1.0,6271,25910,1075137.0,8.263434858874183,1006,0.16042098548875777
2023-03-17 16:00:00,960.0,1.0,3396,8032,250643.0,4.730270906949352,489,0.1439929328621908
2023-03-18 08:00:00,976.0,1.0,5534,19813,806233.0,7.160462594868088,731,0.13209251897361762
2023-03-18 16:00:00,984.0,1.0,2626,4537,131828.0,3.4554455445544554,277,0.10548362528560548
2023-03-19 08:00:00,1000.0,1.0,4438,11355,440879.0,5.117169896349707,639,0.14398377647589003
2023-03-19 16:00:00,1008.0,1.0,3991,11627,361461.0,5.826609872212478,634,0.1588574292157354
2023-03-20 08:00:00,1024.0,1.0,6408,26960,1128362.0,8.414481897627965,805,0.12562421972534332
2023-03-20 16:00:00,1032.0,1.0,3946,11308,372321.0,5.73137354282818,468,0.11860111505321845
2023-03-21 08:00:00,1048.0,1.0,6328,26827,1119690.0,8.47882427307206,1476,0.23324905183312264
2023-03-21 16:00:00,1056.0,1.0,3952,11381,374161.0,5.759615384615385,466,0.11791497975708502
2023-03-22 08:00:00,1072.0,1.0,6314,26548,1097750.0,8.409249287298067,1073,0.1699398162812797
2023-03-22 16:00:00,1080.0,1.0,3763,10128,332811.0,5.382939144299761,612,0.16263619452564443
2023-03-23 08:00:00,1096.0,1.0,6181,25716,1034087.0,8.320983659602007,1023,0.16550719948228443
2023-03-23 16:00:00,1104.0,1.0,3782,10170,322459.0,5.378106821787414,458,0.12109994711792703
2023-03-24 08:00:00,1120.0,1.0,6212,25656,1038659.0,8.260141661300707,982,0.15808113329040566
2023-03-24 16:00:00,1128.0,1.0,3316,7228,223463.0,4.359469240048251,338,0.10193003618817853
2023-03-25 08:00:00,1144.0,1.0,5402,18822,750354.0,6.968530174009626,734,0.1358756016290263
2023-03-25 16:00:00,1152.0,1.0,2849,4860,148265.0,3.4117234117234116,288,0.10108810108810108
2023-03-26 08:00:00,1168.0,1.0,4319,10544,403187.0,4.8826117156749245,524,0.12132438064366752
2023-03-26 16:00:00,1176.0,1.0,3892,10765,336359.0,5.531860226104831,471,0.1210174717368962
2023-03-27 08:00:00,1192.0,1.0,6289,26714,1099549.0,8.49546827794562,1194,0.1898553029098426
2023-03-27 16:00:00,1200.0,1.0,3920,10705,347760.0,5.461734693877551,459,0.11709183673469388
2023-03-28 08:00:00,1216.0,1.0,6195,26236,1064702.0,8.470056497175142,1365,0.22033898305084745
2023-03-28 16:00:00,1224.0,1.0,3902,10691,340191.0,5.479753972321886,460,0.11788826242952333
2023-03-29 08:00:00,1240.0,1.0,6187,25984,1055787.0,8.399547438176823,995,0.16082107645062227
2023-03-29 16:00:00,1248.0,1.0,3912,10677,340592.0,5.458588957055214,499,0.1275562372188139
2023-03-30 08:00:00,1264.0,1.0,6167,26010,1062582.0,8.435219717853089,1025,0.16620723204151128
2023-03-30 16:00:00,1272.0,1.0,3884,10603,340345.0,5.459835221421216,455,0.11714727085478888
2023-03-31 08:00:00,1288.0,1.0,6186,25914,1058963.0,8.37827352085354,807,0.13045586808923376
2023-03-31 16:00:00,1296.0,1.0,3400,7745,248741.0,4.555882352941176,422,0.12411764705882353
2023-04-01 08:00:00,1312.0,1.0,5489,19575,792162.0,7.132446711605028,1133,0.20641282565130262
2023-04-01 16:00:00,1320.0,1.0,3031,5745,182132.0,3.790828109534807,366,0.12075222698779281
2023-04-02 08:00:00,1336.0,1.0,4465,11838,454288.0,5.302575587905935,689,0.15431131019036953
2023-04-02 16:00:00,1344.0,1.0,3961,11303,361538.0,5.707144660439283,473,0.11941428932087857
2023-04-03 08:00:00,1360.0,1.0,6397,27014,1121342.0,8.445833984680318,1092,0.1707050179771768
2023-04-03 16:00:00,1368.0,1.0,4045,11138,369194.0,5.507045735475896,380,0.09394313967861558
2023-04-04 08:00:00,1384.0,1.0,6327,27002,1111086.0,8.535482851272326,1321,0.20878773510352458
2023-04-04 16:00:00,1392.0,1.0,4018,11108,367188.0,5.529118964659034,473,0.11772025883524141
2023-04-06 08:00:00,1432.0,1.0,6250,26381,1085915.0,8.44192,1090,0.1744
2023-04-06 16:00:00,1440.0,1.0,4003,11072,362610.0,5.53185111166625,487,0.12165875593305021
2023-04-07 08:00:00,1456.0,1.0,6238,26142,1072982.0,8.381532542481565,1223,0.19605642834241743
2023-04-07 16:00:00,1464.0,1.0,3533,8115,264227.0,4.593829606566657,444,0.12567223322954996
2023-04-08 08:00:00,1480.0,1.0,5547,19850,799682.0,7.157021813592933,1067,0.19235622859203172
2023-04-08 16:00:00,1488.0,1.0,3070,5871,187316.0,3.824755700325733,328,0.10684039087947883
2023-04-09 08:00:00,1504.0,1.0,4545,11803,465684.0,5.193839383938394,685,0.15071507150715072
2023-04-09 16:00:00,1512.0,1.0,4084,11726,377928.0,5.742409402546523,479,0.1172869735553379
2023-04-11 08:00:00,1552.0,1.0,6314,26799,1098450.0,8.488755147291732,1309,0.2073170731707317
2023-04-11 16:00:00,1560.0,1.0,4019,11125,364652.0,5.53620303558099,476,0.11843742224433938
2023-04-12 08:00:00,1576.0,1.0,6334,26623,1086990.0,8.406378275970951,1267,0.20003157562361856
2023-04-12 16:00:00,1584.0,1.0,4041,11119,370373.0,5.503093293739173,470,0.11630784459292254
2023-04-13 08:00:00,1600.0,1.0,6292,26574,1089340.0,8.446916719643992,1387,0.22043865225683407
2023-04-13 16:00:00,1608.0,1.0,4002,11044,372596.0,5.519240379810095,494,0.12343828085957022
2023-04-14 08:00:00,1624.0,1.0,6256,26283,1082423.0,8.402493606138107,1157,0.18494245524296676
2023-04-14 16:00:00,1632.0,1.0,3610,8542,282089.0,4.732409972299169,359,0.09944598337950139
2023-04-15 08:00:00,1648.0,1.0,5582,20100,810693.0,7.201719813686851,1060,0.1898960945897528
2023-04-15 16:00:00,1656.0,1.0,3213,6249,202705.0,3.8898225957049486,326,0.10146280734516029
2023-04-16 08:00:00,1672.0,1.0,4672,12527,500367.0,5.3625856164383565,642,0.13741438356164384
2023-04-16 16:00:00,1680.0,1.0,3943,11123,357776.0,5.641897032716206,591,0.14988587370022824
2023-04-17 08:00:00,1696.0,1.0,6254,25743,1041896.0,8.232491205628397,1136,0.1816437480012792
2023-04-17 16:00:00,1704.0,1.0,4005,10627,349352.0,5.306866416978776,459,0.1146067415730337
2023-04-18 08:00:00,1720.0,1.0,6190,25177,1014339.0,8.134733441033926,1102,0.17802907915993538
2023-04-18 16:00:00,1728.0,1.0,3942,10352,342239.0,5.252156265854896,603,0.15296803652968036
2023-04-19 08:00:00,1744.0,1.0,6144,23850,952779.0,7.763671875,1013,0.16487630208333334
2023-04-19 16:00:00,1752.0,1.0,3564,7685,269670.0,4.3125701459034795,395,0.11083052749719416
2023-04-20 08:00:00,1768.0,1.0,5476,14510,588626.0,5.299488677867056,901,0.16453615777940103
2023-04-20 16:00:00,1776.0,1.0,3275,5357,183823.0,3.271450381679389,289,0.0882442748091603
2023-04-21 08:00:00,1792.0,1.0,4670,12034,477073.0,5.153747323340471,759,0.16252676659528908
2023-04-21 16:00:00,1800.0,1.0,2570,4060,119826.0,3.159533073929961,260,0.10116731517509728
2023-04-22 08:00:00,1816.0,1.0,4642,12109,467902.0,5.217147781128824,1266,0.2727272727272727
2023-04-22 16:00:00,1824.0,1.0,2775,4664,140972.0,3.3614414414414413,301,0.10846846846846847
2023-04-23 08:00:00,1840.0,1.0,4528,11577,448510.0,5.113515901060071,897,0.1981007067137809
2023-04-23 16:00:00,1848.0,1.0,4022,11494,363925.0,5.715564395822974,623,0.15489806066633516
2023-04-24 08:00:00,1864.0,1.0,6387,26689,1106174.0,8.357288241741037,1445,0.2262408016283075
