r_bin_km,phi_mean,r_center_km,abs_dev
0.0,1.055516528851805,5.0,0.055516528851804914
10.0,1.0654367423010171,15.0,0.06543674230101715
20.0,1.0432974578619065,25.0,0.04329745786190653
30.0,1.059306125156915,35.0,0.05930612515691491
40.0,1.0808977855418327,45.0,0.08089778554183269
50.0,1.0540738420347737,55.0,0.05407384203477372
60.0,1.057793489658232,65.0,0.057793489658231945
70.0,1.0823708123101667,75.0,0.08237081231016674
80.0,1.0907120597273277,85.0,0.09071205972732765
90.0,1.0787444878229053,95.0,0.07874448782290533
100.0,1.0827235016764718,105.0,0.0827235016764718
110.0,1.0713240871655847,115.0,0.0713240871655847
120.0,1.0695564685508185,125.0,0.06955646855081854
130.0,1.0946560901242253,135.0,0.09465609012422527
140.0,1.1023916982986424,145.0,0.10239169829864236
150.0,1.0633047058229024,155.0,0.06330470582290237
160.0,1.0787082283599116,165.0,0.07870822835991165
170.0,1.0489116781673469,175.0,0.04891167816734687
180.0,1.0674453442730374,185.0,0.06744534427303739
190.0,1.0474764959207816,195.0,0.047476495920781625
200.0,1.0735166821925832,205.0,0.07351668219258323
210.0,1.0360916666367541,215.0,0.036091666636754116
220.0,1.091400977722873,225.0,0.09140097772287303
230.0,0.9816735810760124,235.0,0.018326418923987564
240.0,1.0524640227938988,245.0,0.052464022793898835
250.0,1.0610946682231202,255.0,0.06109466822312015
260.0,1.0645053636781956,265.0,0.06450536367819559
270.0,1.0724091630847263,275.0,0.07240916308472634
280.0,1.0548336148768818,285.0,0.054833614876881764
290.0,1.092678870858748,295.0,0.09267887085874804
300.0,1.0514466355867036,305.0,0.05144663558670359
310.0,1.0508965135988408,315.0,0.05089651359884084
320.0,1.0667159560005364,325.0,0.06671595600053637
330.0,1.067714873419702,335.0,0.06771487341970195
340.0,1.1243729902374526,345.0,0.12437299023745263
350.0,1.1009216053374904,355.0,0.1009216053374904
360.0,1.0783399477835296,365.0,0.0783399477835296
370.0,1.004005710685154,375.0,0.004005710685154096
380.0,1.0404447631542997,385.0,0.04044476315429968
390.0,1.0957478690530442,395.0,0.09574786905304422
400.0,1.126948881292422,405.0,0.126948881292422
410.0,1.0830345562133508,415.0,0.08303455621335076
420.0,1.0553106542507749,425.0,0.05531065425077486
430.0,1.052355004392683,435.0,0.052355004392683036
440.0,0.9702342409629467,445.0,0.029765759037053252
450.0,1.2179746743925697,455.0,0.21797467439256968
460.0,1.0578656475616453,465.0,0.05786564756164525
470.0,1.1099758091033542,475.0,0.10997580910335425
480.0,1.0888553582701117,485.0,0.0888553582701117
490.0,1.0871438723257163,495.0,0.0871438723257163
