r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.09182945396574,65.0,65.0,5.0,0.09182945396574005
10.0,1.0982465437063829,184.0,184.0,15.0,0.09824654370638286
20.0,1.0920564649438136,316.0,316.0,25.0,0.09205646494381359
30.0,1.050857695792828,440.0,439.1666666666667,35.0,0.05085769579282795
40.0,1.0412515958578104,567.5,564.6666666666666,45.0,0.04125159585781035
50.0,1.032864609709619,636.0,622.0,55.0,0.03286460970961902
60.0,1.0271633669658995,770.8333333333334,757.8333333333334,65.0,0.027163366965899494
70.0,1.0380135775301784,822.3333333333334,816.0,75.0,0.03801357753017842
80.0,1.0312774212509541,840.1666666666666,830.1666666666666,85.0,0.03127742125095412
90.0,1.035253972786051,916.1666666666666,902.6666666666666,95.0,0.035253972786051024
100.0,1.033807870054261,1012.8333333333334,1002.0,105.0,0.033807870054261
110.0,1.0268652059622128,1079.6666666666667,1065.1666666666667,115.0,0.026865205962212757
120.0,1.0373356638827818,1178.3333333333333,1162.3333333333333,125.0,0.037335663882781756
130.0,1.0323360471580034,1213.6666666666667,1201.8333333333333,135.0,0.03233604715800342
140.0,1.023236451461319,1147.1666666666667,1133.1666666666667,145.0,0.02323645146131903
150.0,1.0293683037086863,1023.1666666666666,1011.0,155.0,0.02936830370868626
160.0,1.0198550911554867,950.6666666666666,938.5,165.0,0.01985509115548667
170.0,1.0232843033959191,884.5,876.0,175.0,0.023284303395919137
180.0,1.0075212486702108,736.0,729.3333333333334,185.0,0.007521248670210756
190.0,1.0077637920294145,486.8333333333333,481.3333333333333,195.0,0.0077637920294144624
200.0,1.0329900358190087,270.8333333333333,267.6666666666667,205.0,0.03299003581900872
210.0,0.9940954820024547,131.0,131.0,215.0,0.005904517997545322
220.0,0.9961037689366846,53.0,52.166666666666664,225.0,0.0038962310633153807
230.0,1.0294008872216656,10.0,9.833333333333334,235.0,0.02940088722166556
