n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
13,-0.6853146853146854,-0.7720279720279721,-0.6125874125874128,0.013905968814362752,0.0032801392678929813,0.0342669664549125
