group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,12,0.7774637803724523,0.10886356575617037,0.14002397089677684,good
all,0.5,1.0,16,0.6971232657037076,0.1361252289913508,0.1952670864512603,good
all,1.0,1.5,21,0.5788443726659742,0.22447767696457324,0.38780316016669564,medium
all,1.5,2.0,8,0.37452065665636375,0.17173470477576167,0.4585453478293307,medium
all,2.0,2.5,10,0.34440682905473263,0.19178252461838513,0.5568487859104191,bad
all,2.5,3.0,8,0.35286519492536245,0.20305919866622776,0.5754582814810584,bad
EVAC,0.0,0.5,4,0.730692811183823,0.07216138770708411,0.0987574896079417,good
EVAC,0.5,1.0,7,0.5885330697761963,0.04795406035019633,0.08148065557035222,good
EVAC,1.0,1.5,10,0.4776653069846823,0.20263212106320705,0.4242136033331494,medium
EVAC,1.5,2.0,6,0.30071317092189936,0.0749388007007437,0.2492035864974024,good
EVAC,2.0,2.5,7,0.2558140861153683,0.09165706717078911,0.35829562227254813,medium
EVAC,2.5,3.0,6,0.3172398719854875,0.21884218717204482,0.6898319111100134,bad
INFL,0.0,0.5,6,0.7609565230097441,0.11242347663374609,0.14773968450797614,good
INFL,0.5,1.0,7,0.7851165396983992,0.1352659923924075,0.17228778856750315,good
INFL,1.0,1.5,8,0.72924987450116,0.21497187005162882,0.2947849256726706,good
INFL,1.5,2.0,0,,,,insufficient
INFL,2.0,2.5,1,0.3050889462050137,,,insufficient
INFL,2.5,3.0,0,,,,insufficient
