removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,11,-0.5636363636363637,0.07095173447637551
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,11,-0.43636363636363645,0.17966487658001118
hurricane_beryl_across_southeastern_texas_us,11,-0.43636363636363645,0.17966487658001118
hurricane_john_across_southeastern_guerrero_mexico,11,-0.5181818181818182,0.1024915397909638
hurricane_john_southern_mexico_25_september_2024,11,-0.5181818181818182,0.1024915397909638
moldova_flooding_2024,11,-0.5363636363636364,0.08895341813596268
spain_flood,11,-0.5454545454545455,0.08265095734417503
the_flooding_across_bagmati_and_koshi_provinces_nepal,11,-0.5090909090909091,0.10973723224165634
the_flooding_across_gujarat_india,11,-0.6090909090909091,0.046695709354098905
turkiye_earthquake_2023,11,-0.6181818181818182,0.04264556980532674
typhoon_yagi_across_northeastern_vietnam,11,-0.44545454545454555,0.16973260492681186
wildfires_in_boise_county_idaho_27_august_2024,11,-0.4909090909090909,0.12520440713849548
