slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
flooding_in_central_and_eastern_europe_sept_16_2024,flooding_in_central_an,flood,INFL,0.10140977225297246,448.0,monotone_truncated,24.0,6,7,7,-0.017233894421875045,-0.2143193309065961,0.11043804738395357,24.0,144.0,0.9382873307233776,0.09515150451650717,0.05790324392491403,0.9382873307233776,27,0.10140977225297246,,,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,selected,selected
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,beryl_qr,hurricane,EVAC,0.17419228592402028,-8.0,monotone_truncated,24.0,5,13,13,0.7012341434092461,1.0527684043309424,0.8639387019952306,24.0,120.0,0.16203108558204476,0.02822456518828694,-0.30368984094632007,0.16203108558204476,14,0.17419228592402028,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_across_southeastern_texas_us,beryl_tx,hurricane,EVAC,0.24076115611938526,0.0,monotone_truncated,24.0,6,14,14,0.8001103007909469,1.9061827506025346,0.99008402077699,24.0,144.0,0.11688674322546568,0.02814178743399284,-0.3126556160155096,0.11688674322546568,15,0.24076115611938526,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_beryl_pre_landfall_2024,beryl_pre,hurricane,NEUTRAL,0.2408522972731543,16.0,monotone_truncated,24.0,6,30,30,0.7236589522217052,2.0643316326433596,0.9711520529151552,24.0,144.0,0.17918869331169632,0.043158008429496755,,0.17918869331169632,32,0.2408522972731543,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,data_quality_missing_near_delta,data_quality
hurricane_john_across_southeastern_guerrero_mexico,john_gue,hurricane,INFL,0.10634443541887714,72.0,monotone_truncated,24.0,3,6,6,-0.014335832759059685,-0.3914781419542369,0.6151289285661469,24.0,72.0,0.7882899520311668,0.08383024989512818,0.07137125254025463,0.7882899520311668,7,0.10634443541887714,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_john_southern_mexico_25_september_2024,john_sm,hurricane,INFL,0.1056329999735687,168.0,monotone_truncated,24.0,3,8,8,0.07878459145814454,0.008755312068110725,0.9656398875755511,24.0,72.0,0.7203077292941922,0.07608826634949474,0.07702727793517003,0.7203077292941922,15,0.1056329999735687,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
hurricane_milton_across_florida_us,milton_fl,hurricane,INFL,0.19681374167841237,0.0,monotone_truncated,24.0,2,9,9,,,,24.0,48.0,0.5823460802730399,0.11461371101029406,0.04601033226564577,0.5823460802730399,10,0.19681374167841237,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
moldova_flooding_2024,moldova,flood,INFL,0.058662951664797056,448.0,monotone_truncated,24.0,4,8,8,0.1815406261687583,0.22173889341547212,0.9222288255153467,24.0,96.0,0.6954259000503025,0.04079573596109888,0.06396605245073138,0.6954259000503025,28,0.058662951664797056,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
spain_flood,spain_flood,flood,INFL,0.13305641705151502,88.0,monotone_truncated,24.0,4,5,5,0.1490679508606576,0.3168030919325868,0.9841019535765251,24.0,96.0,0.771509589947988,0.10265430175936284,0.11885401304719626,0.771509589947988,10,0.13305641705151502,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.18936627469120573,-8.0,monotone_truncated,24.0,5,14,14,1.0507015902533716,2.7372125537046545,0.9377001679562408,24.0,120.0,0.5198433422657118,0.09844079714788327,-0.05087735445528699,0.5198433422657118,15,0.18936627469120573,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_across_eastern_bangladesh,bangladesh_fld,flood,INFL,0.07899557914859343,16.0,monotone_truncated,24.0,1,10,10,,,,24.0,24.0,0.5735912882241628,0.045311176007855516,0.06380193588856488,0.5735912882241628,12,0.07899557914859343,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
the_flooding_across_gujarat_india,gujarat_fld,flood,EVAC,0.12328359603960092,16.0,monotone_truncated,24.0,6,6,6,0.14297190551500524,0.3588912290518477,0.8582624070590992,24.0,144.0,0.6961618195470718,0.08582533253923474,-0.05691784275916091,0.6961618195470718,8,0.12328359603960092,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
turkiye_earthquake_2023,turkiye,earthquake,INFL,0.40114008822652447,16.0,monotone_truncated,24.0,4,34,34,0.2228386744457223,0.4673588092926708,0.9593725850264299,24.0,96.0,0.5693644673300816,0.22839491265783704,0.09705453417337848,0.5693644673300816,36,0.40114008822652447,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,0.3173934156827427,29.0,monotone_truncated,24.0,5,10,10,0.5223034173699458,1.4220224411003037,0.9554191237720306,24.0,120.0,0.28279859189766005,0.08975841103266832,-0.5630149187182746,0.28279859189766005,11,0.3173934156827427,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,NEUTRAL,0.13702819190526905,136.0,monotone_truncated,24.0,3,8,8,0.16342708764258726,-0.3918108590907186,0.8566825063310943,24.0,72.0,0.36042467877560797,0.04938834205065896,-0.0070547266075752235,0.36042467877560797,15,0.13702819190526905,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
