predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1784,13,-0.5336316076563862,0.08965672168685208,-5.951942002967992,2.6497928061413986e-09,-0.7093555531345475,-0.3579076621782249,,,ok
distance_km,ok,1784,13,2.0098537790990742e-05,1.3374491031610034e-05,1.502751599555356,0.13290311122033516,-6.114982942518879e-06,4.6312058524500363e-05,,,ok
D_peak_unit,ok,1784,13,0.020679408992668985,0.12876542859978218,0.16059752386599804,0.8724104052521786,-0.23169619351676793,0.27305501150210587,,,ok
