predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,6324,34,-0.22473047591722117,0.04983491256700702,-4.509498749798208,6.4980977587311235e-06,-0.32240510972125747,-0.12705584211318488,,,ok
distance_km,ok,6324,34,1.4689206614878104e-06,1.3691577399126261e-05,0.10728644470004974,0.9145617380333044,-2.5366077932342248e-05,2.8303919255317865e-05,,,ok
D_peak_unit,ok,6324,34,0.38238658139416143,0.06758239943060096,5.658079390726971,1.5307632714644254e-08,0.2499275125213833,0.5148456502669396,,,ok
