fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.678179719841405,-0.678179719841405,0.2351741609089084,0.15167316768739636,8,165.0,235.0,0.026082843166451597,0.0513302976083545,24.0,72.0
