window_start_pt,hours_since_quake,band,n_edges,baseline_sum,crisis_sum,phi_aggregate
2023-02-05 08:00:00,-8.0,0-25km,30,1378.0,1553.0,1.1269956458635704
2023-02-05 08:00:00,-8.0,100-200km,1584,212976.83075139578,229475.0,1.077464619932589
2023-02-05 08:00:00,-8.0,200km+,21721,3414989.060536725,3663062.0,1.072642381883439
2023-02-05 08:00:00,-8.0,25-50km,530,98214.73293338878,111783.0,1.1381489992526224
2023-02-05 08:00:00,-8.0,50-100km,451,55510.297269113325,61018.0,1.099219478220147
2023-02-06 08:00:00,16.0,0-25km,16,772.6666666666666,1332.0,1.7238999137187232
2023-02-06 08:00:00,16.0,100-200km,1152,149863.7178017218,131567.0,0.8779109575679326
2023-02-06 08:00:00,16.0,200km+,33389,3161431.0677888324,3669934.0,1.160845807265007
2023-02-06 08:00:00,16.0,25-50km,339,61723.96573812541,49357.0,0.7996407782579233
2023-02-06 08:00:00,16.0,50-100km,280,41939.84361868967,27463.0,0.6548188460045103
2023-02-07 08:00:00,40.0,0-25km,20,719.1747942492158,1865.0,2.593249951073398
2023-02-07 08:00:00,40.0,100-200km,1181,155553.03247633777,146034.0,0.9388052272283037
2023-02-07 08:00:00,40.0,200km+,32933,3150548.8112272574,3581133.0,1.1366695818958013
2023-02-07 08:00:00,40.0,25-50km,355,70412.87249884274,58168.0,0.8260989494634807
2023-02-07 08:00:00,40.0,50-100km,334,44702.873430508494,36539.0,0.817374750122061
2023-02-08 08:00:00,64.0,0-25km,18,865.3726871814301,1851.0,2.138962816158222
2023-02-08 08:00:00,64.0,100-200km,1301,165357.31163373642,158754.0,0.9600664066892751
2023-02-08 08:00:00,64.0,200km+,33488,3149143.9198388443,3615616.0,1.148126631248097
2023-02-08 08:00:00,64.0,25-50km,347,71390.64147587007,63877.0,0.8947531312152495
2023-02-08 08:00:00,64.0,50-100km,380,47778.175547896004,44322.0,0.9276620442647228
2023-02-09 08:00:00,88.0,0-25km,19,914.5624438537683,1593.0,1.7418165492204585
2023-02-09 08:00:00,88.0,100-200km,1421,169996.99388386196,167531.0,0.9854938971124003
2023-02-09 08:00:00,88.0,200km+,34012,3140472.864980823,3593680.0,1.1443117500147368
2023-02-09 08:00:00,88.0,25-50km,393,74491.57883179924,66511.0,0.8928660265099326
2023-02-09 08:00:00,88.0,50-100km,411,48761.133198601616,48722.0,0.9991974510017594
2023-02-10 08:00:00,112.0,0-25km,22,1039.954669277983,1800.0,1.7308446734987972
2023-02-10 08:00:00,112.0,100-200km,1478,171717.93185390875,174262.0,1.014815390091325
2023-02-10 08:00:00,112.0,200km+,33724,3104342.1618506536,3524162.0,1.135236329071107
2023-02-10 08:00:00,112.0,25-50km,424,74718.91313285881,71023.0,0.9505357749745763
2023-02-10 08:00:00,112.0,50-100km,412,48871.10947685263,51403.0,1.0518075106182432
2023-02-11 08:00:00,136.0,0-25km,23,1175.180869052195,1844.0,1.569120165721571
2023-02-11 08:00:00,136.0,100-200km,1497,189050.4489505409,185932.0,0.9835046731290401
2023-02-11 08:00:00,136.0,200km+,29050,3235133.4908558605,3667789.0,1.133736524433086
2023-02-11 08:00:00,136.0,25-50km,455,85734.18999091694,73726.0,0.8599369750599015
2023-02-11 08:00:00,136.0,50-100km,454,52177.52643375476,54082.0,1.0364998821602474
2023-02-12 08:00:00,160.0,0-25km,26,1321.5,1923.0,1.4551645856980704
2023-02-12 08:00:00,160.0,100-200km,1421,206786.2637111841,193913.0,0.9377460403793357
2023-02-12 08:00:00,160.0,200km+,22794,3429134.4983394826,3855006.0,1.124192125408537
2023-02-12 08:00:00,160.0,25-50km,464,96803.2300313345,77368.0,0.7992295295823966
2023-02-12 08:00:00,160.0,50-100km,438,55066.9547466313,55754.0,1.0124765434466072
2023-02-13 08:00:00,184.0,0-25km,44,1711.6666666666667,1979.0,1.1561830574488803
2023-02-13 08:00:00,184.0,100-200km,1800,185396.78975273803,187767.0,1.0127845269080609
2023-02-13 08:00:00,184.0,200km+,34854,3183757.1473175227,3622608.0,1.1378405551605064
2023-02-13 08:00:00,184.0,25-50km,635,84592.16451174083,77538.0,0.9166097173129816
2023-02-13 08:00:00,184.0,50-100km,470,51943.01222655794,54751.0,1.0540590091540045
2023-02-14 08:00:00,208.0,0-25km,51,1754.876541848473,2187.0,1.246241514913839
2023-02-14 08:00:00,208.0,100-200km,1832,184153.88300265063,189318.0,1.0280424008071285
2023-02-14 08:00:00,208.0,200km+,35043,3180967.5601638327,3592591.0,1.129401960897384
2023-02-14 08:00:00,208.0,25-50km,725,85020.80615700898,79203.0,0.93157197137998
2023-02-14 08:00:00,208.0,50-100km,479,51626.8734305085,54646.0,1.0584797484115582
2023-02-15 08:00:00,232.0,0-25km,53,1801.2060205147634,2237.0,1.2419456600309895
2023-02-15 08:00:00,232.0,100-200km,1843,182139.09979852114,188590.0,1.0354174375991465
2023-02-15 08:00:00,232.0,200km+,34795,3166546.9596264665,3583917.0,1.131806047942762
2023-02-15 08:00:00,232.0,25-50km,769,84702.15627425908,80240.0,0.9473194488719867
2023-02-15 08:00:00,232.0,50-100km,483,50933.175547896004,55034.0,1.0805138185080903
