removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,13,-0.5879120879120878,0.03458605834210791
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,13,-0.5274725274725275,0.0639548914835548
hurricane_beryl_across_southeastern_texas_us,13,-0.521978021978022,0.06729171199351022
hurricane_beryl_pre_landfall_2024,13,-0.5659340659340659,0.04379259223545486
hurricane_john_across_southeastern_guerrero_mexico,13,-0.5604395604395606,0.04634590589406464
hurricane_john_southern_mexico_25_september_2024,13,-0.5879120879120878,0.03458605834210791
hurricane_milton_across_florida_us,13,-0.6098901098901099,0.02687783442125201
moldova_flooding_2024,13,-0.5714285714285714,0.0413422673717235
spain_flood,13,-0.5824175824175823,0.0367413343586543
the_flooding_across_bagmati_and_koshi_provinces_nepal,13,-0.5824175824175823,0.0367413343586543
the_flooding_across_gujarat_india,13,-0.6373626373626374,0.019118113777463305
turkiye_earthquake_2023,13,-0.6208791208791209,0.02353816709643307
typhoon_yagi_across_northeastern_vietnam,13,-0.5384615384615384,0.05763443347046609
wildfires_in_boise_county_idaho_27_august_2024,13,-0.6703296703296703,0.012166220319952023
