n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
13,-0.5174825174825175,-0.6244755244755246,-0.4755244755244756,0.08486877113393493,0.03115902689311773,0.11817595701303213
