removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,12,-0.5314685314685316,0.07536233505348364
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,12,-0.4895104895104896,0.106252371759346
hurricane_beryl_across_southeastern_texas_us,12,-0.4755244755244756,0.11817595701303213
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,12,-0.5314685314685316,0.07536233505348364
spain_flood,12,-0.49650349650349657,0.10060263183225482
the_earthquake_across_central_mexico,12,-0.5804195804195805,0.04785597684206059
the_flooding_across_rio_grande_do_sul_state_brazil,12,-0.6433566433566434,0.024003191200713644
the_wildfires_in_quito_pichincha_province_ecuador,12,-0.4895104895104896,0.106252371759346
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,12,-0.5174825174825175,0.08486877113393493
tropical_storm_yagi_philippines_2_september_2024,12,-0.5314685314685316,0.07536233505348364
turkiye_earthquake_2023,12,-0.5174825174825175,0.08486877113393493
typhoon_krathon_across_taiwan,12,-0.4755244755244756,0.11817595701303213
typhoon_yagi_across_northeastern_vietnam,12,-0.5314685314685316,0.07536233505348364
