slug,short_name,disaster_type,event_type,fit_method,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,monotone_truncated,4,power_law,-33.80510458837279,-27.286188872673595,-31.05127277887038,0.0,6.5189157156991975,2.7538318095024117,0.4074717581268922,234.51956507063989,1.6231014338451182,0.19316014601841752
hurricane_melissa_aftermath_2025_11_03,melissa_aft,hurricane,EVAC,monotone_truncated,5,power_law,-46.88458276648061,-34.74213683448572,-43.58906580655494,0.0,12.142445931994892,3.2955169599256706,0.12966774930223157,1105.8881248987846,1.0000000000032132,0.08663984736384645
hurricane_milton_across_florida_us,milton_fl,hurricane,EVAC,monotone_truncated,2,,,,,,,,,,,
india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar,india_monsoon_season_s,monsoon,INFL,monotone_truncated,1,,,,,,,,,,,
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,monotone_truncated,0,,,,,,,,,,,
moldova_flooding_2024,moldova,flood,INFL,monotone_truncated,3,power_law,-26.85844184613867,-24.451039576013667,-25.167208145331223,0.0,2.4074022701250044,1.691233700807448,-0.0012838467944389816,1999.999999999995,1999.9988784401305,0.010000000000000002
pakistan_monsoon_season_study_sindh_2024_05_09,pakistan_monsoon_seaso,monsoon,INFL,monotone_truncated,0,,,,,,,,,,,
park_fire_2024,park_fire1,wildfire,INFL,monotone_truncated,0,,,,,,,,,,,
park_fire_california_29_july_2024,park_fire2,wildfire,NEUTRAL,monotone_truncated,1,,,,,,,,,,,
spain_flood,spain_flood,flood,INFL,monotone_truncated,4,stretched_exp,-30.785570299342268,-34.85415494588469,-36.45577570583271,5.670205406490439,1.6016207599480197,0.0,0.25997327744888926,189.02252984070705,195.28518352789723,0.6790513806767171
the_earthquake_across_central_mexico,the_earthquake_across_,earthquake,INFL,monotone_truncated,4,power_law,-25.274726348331313,-25.009060199240402,-23.98599493720711,0.0,0.2656661490909116,1.2887314111242034,0.33875475758574514,148.82298176516176,40.70060474930993,0.3228914589741647
the_earthquake_across_dhaka_division_bangladesh,the_earthquake_across_,earthquake,INFL,monotone_truncated,1,,,,,,,,,,,
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,monotone_truncated,1,,,,,,,,,,,
the_flooding_across_eastern_bangladesh,bangladesh_fld,flood,INFL,monotone_truncated,2,,,,,,,,,,,
the_flooding_across_gujarat_india,gujarat_fld,flood,EVAC,monotone_truncated,2,,,,,,,,,,,
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,INFL,monotone_truncated,4,stretched_exp,-23.461669204632916,-21.062777122019426,-25.35748553114803,1.8958163265151136,4.294708409128603,0.0,0.5333944902621423,74.95431518553778,4.874427337662745,0.31410378002309547
the_flooding_in_benue_and_kogi_states_nigeria,the_flooding_in_benue_,flood,INFL,monotone_truncated,0,,,,,,,,,,,
the_flooding_in_conakry_city_conakry_guinea,the_flooding_in_conakr,flood,INFL,monotone_truncated,1,,,,,,,,,,,
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,monotone_truncated,4,stretched_exp,-20.098800618523082,-23.8204799311934,-25.824514118921353,5.725713500398271,2.004034187727953,0.0,0.26331916912981296,175.3406022729159,139.26730734391282,2.082457658232542
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,monotone_truncated,1,,,,,,,,,,,
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,monotone_truncated,0,,,,,,,,,,,
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,tropical_storm,EVAC,monotone_truncated,4,stretched_exp,-25.854195514662326,-23.108766056443855,-26.915858471133642,1.0616629564713165,3.8070924146897873,0.0,0.6622416559451105,59.14130977620965,2.386532450826508,0.3126722193199477
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,tropical_storm,EVAC,monotone_truncated,5,power_law,-32.33111406668018,-25.397336419523448,-29.06060823909423,0.0,6.933777647156731,3.27050582758595,0.3688412436416225,160.95095674726275,1.0000000000000022,0.17984259403897274
turkiye_earthquake_2023,turkiye,earthquake,INFL,monotone_truncated,4,power_law,-30.717588504414927,-27.31659568416174,-29.40828705864055,0.0,3.4009928202531867,1.309301445774377,0.24592373476201057,204.29634614118484,1.0001680234987278,0.1425827964219806
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,monotone_truncated,4,power_law,-29.632408369607845,-24.65477019591238,-27.391135659578914,0.0,4.977638173695464,2.2412727100289302,0.2144652520035691,225.28541074448657,1.0000000000002993,0.1306457757948549
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,monotone_truncated,6,stretched_exp,-38.17284772991835,-37.601835048480275,-46.2242156210862,8.05136789116785,8.622380572605927,0.0,0.46467735299256463,101.57517303987355,47.316901107411354,0.4902943076651083
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,INFL,monotone_truncated,8,exponential,-69.31387055572235,-72.50365974203447,-67.74375045867241,3.189789186312126,0.0,4.759909283362063,0.0595086853829918,1331.0238622220652,1999.9999999999998,0.07833000425909155
