n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
15,-0.3186813186813187,-0.42549450549450546,-0.1903296703296703,0.26678496081136144,0.1293634031437532,0.5151940062079506
