removed_slug,n_after_remove,spearman_rho,spearman_p
cambodia_monsoon_season_study_2024_05_09,14,-0.367032967032967,0.19673887170748847
flooding_in_central_and_eastern_europe_sept_16_2024,14,-0.3142857142857143,0.27380490296286775
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,14,-0.21318681318681318,0.46430282003974443
hurricane_beryl_across_southeastern_texas_us,14,-0.178021978021978,0.5425969526062154
hurricane_john_southern_mexico_25_september_2024,14,-0.3186813186813187,0.26678496081136144
moldova_flooding_2024,14,-0.3758241758241759,0.18541002869712306
spain_flood,14,-0.38461538461538464,0.17450875077509553
the_earthquake_across_central_mexico,14,-0.42857142857142855,0.12627388815931276
the_wildfires_in_quito_pichincha_province_ecuador,14,-0.2923076923076923,0.310526320385882
tropical_storm_debby_united_states_pre_landfall_4_august_2024,14,-0.3098901098901099,0.2809332808692584
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,14,-0.4197802197802198,0.13510107382914258
turkiye_earthquake_2023,14,-0.3274725274725274,0.25307100077194056
typhoon_krathon_across_taiwan,14,-0.3186813186813187,0.26678496081136144
typhoon_yagi_across_northeastern_vietnam,14,-0.21318681318681318,0.46430282003974443
wildfires_in_boise_county_idaho_27_august_2024,14,-0.3274725274725274,0.25307100077194056
