group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,19,0.7968392988668364,0.12348092054601999,0.15496339189296873,good
all,0.5,1.0,21,0.6883619721704436,0.11511599611663131,0.1672317774232417,good
all,1.0,1.5,30,0.5884175926594283,0.22742468242638852,0.38650218019232513,medium
all,1.5,2.0,8,0.42396702187076885,0.13787651964528533,0.32520576491280034,medium
all,2.0,2.5,11,0.3644198124051536,0.11255622891770634,0.30886418654035447,medium
all,2.5,3.0,8,0.34392419494155924,0.13757947834216067,0.40002849571411697,medium
EVAC,0.0,0.5,3,0.7851435779055334,0.15589595499609643,0.19855725676565805,good
EVAC,0.5,1.0,4,0.6341049371872736,0.13400813938865286,0.21133432580272676,good
EVAC,1.0,1.5,9,0.5474499042734657,0.2343830789371356,0.42813612187619465,medium
EVAC,1.5,2.0,3,0.35463227950561055,0.10608278367494908,0.2991345960464684,good
EVAC,2.0,2.5,5,0.32309254223490613,0.12226030768132815,0.37840646780524617,medium
EVAC,2.5,3.0,3,0.3030730788406657,0.20724895778878646,0.6838250318423803,bad
INFL,0.0,0.5,12,0.7807730638831224,0.1300267439459119,0.16653589879142683,good
INFL,0.5,1.0,14,0.6951282445113013,0.09387566317612553,0.1350479769990116,good
INFL,1.0,1.5,17,0.6258376822664126,0.20952196500404113,0.3347864325543278,medium
INFL,1.5,2.0,4,0.5161530303798304,0.1100154277223714,0.21314498074614122,good
INFL,2.0,2.5,5,0.4287834451178386,0.0780685003478727,0.18206976327273516,good
INFL,2.5,3.0,4,0.4041210681542152,0.06611132238343315,0.16359286261760705,good
