slug,short_name,disaster_type,event_type,n_pts,best_model,BIC_power,BIC_exp,BIC_strexp,dBIC_power,dBIC_exp,dBIC_strexp,alpha_power,tau_exp,tau_strexp,beta_strexp
the_flooding_in_benue_and_kogi_states_nigeria,the_flooding_in_benue_,flood,INFL,0,,,,,,,,,,,
the_flooding_in_conakry_city_conakry_guinea,the_flooding_in_conakr,flood,INFL,1,,,,,,,,,,,
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,4,stretched_exp,-20.09880061852317,-23.8204799311934,-25.82451411891535,5.725713500392178,2.004034187721949,0.0,0.26331916627686924,175.3406022729159,139.267305482471,2.0824577407302494
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,INFL,3,power_law,-16.33774923873206,-14.333173207195498,-14.90182110984582,0.0,2.00457603153656,1.435928128886239,0.600564517764295,62.48983075551608,2.9257305571604046,0.3018872647060504
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,0,,,,,,,,,,,
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,tropical_storm,INFL,3,power_law,-26.077464611796774,-20.166777621111,-23.43507454440236,0.0,5.910686990685775,2.6423900673944125,0.33615955641544437,122.62143693443213,1.5977843570800947,0.18528288213184665
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,tropical_storm,EVAC,1,,,,,,,,,,,
turkiye_earthquake_2023,turkiye,earthquake,INFL,4,power_law,-30.717588504414927,-27.316595684161754,-29.408287103941237,0.0,3.4009928202531725,1.3093014004736894,0.2459237361100619,204.29634614118487,1.0001594993146132,0.1425826848164106
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,6,exponential,-48.62755332883539,-53.48153586399911,-47.77348003564028,4.853982535163723,0.0,5.70805582835883,0.0846417342826938,746.9313109751973,1999.9999999999998,0.14738724255596403
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,6,stretched_exp,-38.17284772991833,-37.601835048480375,-46.224215621086,8.051367891167672,8.622380572605628,0.0,0.46467735350993006,101.57517274679769,47.31690666442101,0.49029433572289527
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,INFL,8,exponential,-69.31387055572232,-72.50365974203447,-67.74375045867237,3.1897891863121544,0.0,4.759909283362106,0.059508685404811947,1331.023877139812,1999.9999999999998,0.07833000432456634
