fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.11210686851103406,-0.11210686851103406,-2.9263499607893055,0.004630883463160984,37,15.0,495.0,0.0006820553182558253,0.18457313618097215,24.0,72.0
