slug,storm_name,time_min_hours,time_max_hours,min_tiles,r0_km,y_max_abs_phi_minus_1,baseline_total_mean,baseline_near_20km_mean,baseline_near_r0_mean,exposure_frac_20km,exposure_frac_r0,track_length_km,track_length_total_km,track_length_ratio_to_rmax,track_clip_kind,track_clip_pad_hours,track_clip_spatial_radius_km,meta_year,meta_landfall_category,meta_landfall_vmax_kt
hurricane_beryl_across_southeastern_texas_us,Beryl,0.0,72.0,50,55.14315063341056,0.19743816762779476,3529672.2725337762,603950.3383332421,1466722.4392539465,0.17110663305284607,0.4155406865014863,917.3274360505776,7364.067967042765,1.8346548721011555,time_and_spatial,24.0,600.0,2024,Cat1,80
hurricane_milton_across_florida_us,Milton,0.0,72.0,50,,0.19602336755633076,4248122.327941819,426088.246365743,,0.10030037119297817,,1074.6447741961792,2645.3626137559418,2.149289548392358,time_and_spatial,24.0,600.0,2024,Cat3,125
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Helene,0.0,72.0,50,357.9684340710476,0.13498212430746293,8516455.10745494,98024.30719547458,6593673.124852775,0.011509989304078911,0.7742274269820263,879.6507139380503,2566.349295963512,1.7593014278761006,time_and_spatial,24.0,600.0,2024,Cat4,140
