scope,n_units,n_events,Q_S2_global,Q_S2_within_mean,beta_master,C_master,r2_master,alpha_median,alpha_IQR_low,alpha_IQR_high,pct_r2_ge_07,pct_r2_ge_05
excl_earthquake,940,13,0.5099331321765662,0.38650831447013717,0.30609819728520654,0.5153503483190457,0.8554329543165,1.0145574990480126,0.4816213280900487,1.6174488237256903,0.7054726368159204,0.9353233830845771
