ICC_alpha,pct_units_r2_ge_07,Q_S2_global,Q_S4a_event_alpha,Q_S4b_unit_alpha,Q_S2_within_event_mean,Q_loglog_within_event_mean,residual_var_ratio
0.1524669271561481,0.6942783945345858,0.31180225122120686,0.10231164125851189,-0.007438843485663149,0.31557448328355564,0.20268164670655703,0.77511463476839
