slug,r_bin_km,u1,u1_norm,sigma1_energy,n_r_bins_used,n_time_used
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,0.0,0.45218129174502714,0.452181291745027,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,10.0,0.24142078589026103,0.24142078589026097,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,20.0,0.20882293816607353,0.20882293816607347,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,30.0,-0.02406379363003546,-0.024063793630035454,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,40.0,-0.06853480619420822,-0.06853480619420821,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,50.0,0.13789882183019023,0.1378988218301902,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,60.0,0.036355950508755216,0.03635595050875521,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,70.0,-0.010133106515671241,-0.01013310651567124,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,80.0,-0.19110697265015217,-0.1911069726501521,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,90.0,-0.11464535597082089,-0.11464535597082086,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,100.0,0.2997890595314796,0.29978905953147955,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,110.0,-0.314414097744032,-0.31441409774403195,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,120.0,-0.19104599966823713,-0.19104599966823707,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,130.0,0.4623310819124873,0.4623310819124872,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,140.0,-0.20541365010176843,-0.20541365010176837,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,150.0,-0.006739459250316888,-0.006739459250316886,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,160.0,0.3012376335359336,0.3012376335359335,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,170.0,-0.012262995272284612,-0.012262995272284609,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,180.0,-0.1664164795870177,-0.16641647958701766,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,190.0,0.06762612488556657,0.06762612488556656,0.8479102271961314,21,4
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,200.0,-0.11780619184507779,-0.11780619184507776,0.8479102271961314,21,4
hurricane_beryl_across_southeastern_texas_us,0.0,0.11077709070800996,0.11077709070800999,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,10.0,0.4340997620427775,0.4340997620427776,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,20.0,0.47682064363620824,0.47682064363620835,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,30.0,0.44659455728843783,0.44659455728843794,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,40.0,0.3644722885516109,0.36447228855161096,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,50.0,0.2399627989703232,0.23996279897032324,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,60.0,0.1849486432788037,0.18494864327880373,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,70.0,0.06862104263596235,0.06862104263596236,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,80.0,0.0312333585647742,0.031233358564774206,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,90.0,0.2106749845582317,0.21067498455823175,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,100.0,0.20957883152987666,0.20957883152987672,0.9550794984796933,21,4
hurricane_beryl_across_southeastern_texas_us,110.0,0.14095438935139282,0.14095438935139284,0.9550794984796933,21,4
