scheme_id,edges_km,winner_lo_km,winner_hi_km,winner_mid_km,winner_median_tau_hours,winner_n_tiles
26,"20.31,42.78,105.27,226.23",20.306581178954467,42.77856283701006,29.473485694243045,533.7415455513393,554
27,"23.92,47.49,119.20,227.76",23.921420395249807,47.491009662560835,33.705376531541496,546.5804996304693,615
28,"19.31,49.02,100.89,153.65",19.306790373379503,49.01996557200231,30.76391066507847,558.0354357489387,754
29,"26.68,40.35,127.51,209.87",0.0,26.677902473892246,13.338951236946123,541.7076818324955,291
30,"25.56,43.13,97.08,121.37",0.0,25.56444314357218,12.78222157178609,541.7076818324955,273
31,"18.84,54.75,58.73,247.14",18.840785419972104,54.74756841644559,32.11677425893661,584.4917776573157,905
32,"16.16,60.41,80.95,243.00",0.0,16.156972754959067,8.078486377479534,566.5998879292105,103
33,"25.83,34.05,136.65,286.79",25.831989494345414,34.04946329994939,29.657467495596993,499.48781984297625,201
34,"24.59,46.69,96.08,156.73",24.592083897519494,46.69065032162863,33.88540083781269,546.1912444615034,582
35,"32.90,43.65,98.73,164.02",0.0,32.901640337378666,16.450820168689333,518.6589438281218,440
36,"21.38,36.33,136.93,192.44",21.377897259425886,36.328106213044656,27.867876170457983,526.4075624631846,359
37,"31.83,50.17,84.06,184.31",0.0,31.82831268092552,15.91415634046276,526.5854607888814,412
38,"21.73,50.10,91.04,185.55",21.732700510868042,50.099587785586955,32.99695951238695,564.7051016480159,741
39,"17.71,40.87,151.21,169.10",0.0,17.711818946522353,8.855909473261177,557.7347700637906,122
40,"19.21,54.40,139.05,142.16",19.208490176039543,54.399479650713026,32.32540595959135,581.9777875549496,890
41,"23.73,42.69,64.39,240.34",23.730125587980808,42.691928187535574,31.828993346998534,538.0271755815586,486
42,"24.85,50.90,82.86,224.08",0.0,24.85390405990987,12.426952029954935,557.7347700637906,258
43,"21.85,48.25,75.80,147.57",21.846735110060685,48.24524160344092,32.465381772455,545.021019972896,678
44,"34.91,44.05,107.56,198.32",0.0,34.909492676773624,17.454746338386812,529.9981970435342,497
45,"22.39,44.04,117.06,185.46",22.389442351909477,44.03711331618217,31.400102068897258,535.0879302110558,549
46,"24.07,50.28,134.20,237.09",0.0,24.07117129949975,12.035585649749875,562.3152712764609,237
47,"27.51,43.43,70.79,253.59",0.0,27.509348484635815,13.754674242317908,530.9628426313897,311
48,"31.83,48.27,114.51,243.15",0.0,31.832494523472434,15.916247261736217,526.5854607888814,412
49,"30.77,62.95,89.23,292.09",0.0,30.774054174574506,15.387027087287253,517.4008264236749,387
50,"18.31,62.02,113.14,248.82",0.0,18.30597593374343,9.152987966871715,573.2551623699369,130
51,"39.99,72.47,75.10,131.12",0.0,39.989939166604756,19.994969583302378,570.9714448200031,628
52,"30.66,38.79,99.69,246.72",0.0,30.664268665450294,15.332134332725147,526.8457624409241,380
53,"16.58,29.50,106.70,202.23",16.575513020762187,29.504060320299065,22.11436040233744,503.9767446161114,243
54,"23.51,50.48,80.64,136.99",23.50998106201477,50.48401221583288,34.45109825722183,567.4025499374059,717
55,"23.98,39.22,66.31,226.95",0.0,23.979807262693637,11.989903631346818,562.3152712764609,235
56,"24.62,55.35,78.09,169.66",0.0,24.6191887106636,12.3095943553318,562.3152712764609,247
57,"19.47,40.06,105.01,164.44",19.474678203724753,40.05936739453897,27.93104525529666,565.702063955432,488
58,"27.33,54.43,141.19,165.91",0.0,27.327469280830623,13.663734640415312,529.9981970435342,307
59,"31.21,48.89,99.65,139.19",0.0,31.2135226543968,15.6067613271984,518.6589438281218,398
60,"22.28,60.21,97.96,204.09",0.0,22.28307388569739,11.141536942848695,573.2551623699369,196
61,"23.25,66.73,99.46,115.38",0.0,23.24747803920952,11.62373901960476,566.5998879292105,217
62,"21.03,30.56,44.36,175.18",21.028058968742773,30.564030804638715,25.351572773349062,503.9767446161114,205
63,"34.89,50.59,74.59,158.09",0.0,34.89228649320913,17.446143246604564,527.2839624186636,495
64,"33.17,52.01,101.21,197.34",0.0,33.16612860601765,16.583064303008825,517.4008264236749,455
65,"25.24,61.15,114.81,211.08",0.0,25.241157345754235,12.620578672877118,553.1542688511203,263
66,"19.26,56.81,84.28,262.90",0.0,19.26247177707691,9.631235888538455,589.3515371568595,143
67,"18.19,48.31,99.82,143.62",18.194386627286523,48.30899433119426,29.647133426979774,557.2535729761141,742
68,"38.45,72.03,89.06,242.56",0.0,38.45038603534954,19.22519301767477,542.6101894705942,590
69,"26.01,27.48,106.46,196.96",0.0,26.013955384734906,13.006977692367453,541.7076818324955,277
70,"25.53,38.20,93.49,191.28",0.0,25.52555643029015,12.762778215145074,539.8224535547849,272
71,"33.65,54.36,99.86,293.11",0.0,33.64617498907214,16.82308749453607,523.1623118478767,468
72,"21.76,45.36,63.50,296.07",21.759791549762976,45.36157718508451,31.417486594505345,540.9664209520615,597
73,"31.82,62.88,118.20,205.58",0.0,31.81566940202491,15.907834701012455,526.5854607888814,412
74,"26.38,46.95,95.04,202.73",0.0,26.383743914089912,13.191871957044956,547.4309753418079,286
75,"36.48,57.45,98.55,173.03",0.0,36.48251857687116,18.24125928843558,534.2808090507123,541
76,"21.33,74.64,113.50,203.41",0.0,21.330248933900723,10.665124466950362,564.4575796028357,176
77,"22.93,37.89,98.34,248.82",22.927346406419073,37.892744376316124,29.475075514842842,534.684369630884,366
78,"22.66,47.24,94.62,205.56",22.66317845918247,47.238647460162234,32.71968669715624,541.3370513922785,636
79,"16.79,47.14,80.77,249.50",16.7873076722951,47.14242871201079,28.13173395309581,541.3370513922785,724
80,"20.62,57.76,146.39,184.92",0.0,20.619271655452785,10.309635827726392,574.7837415521493,165
81,"21.51,52.45,99.95,156.01",0.0,21.509221751255197,10.754610875627598,564.4575796028357,180
82,"28.05,82.76,93.75,190.11",0.0,28.053283355670356,14.026641677835178,529.9981970435342,319
83,"19.25,54.15,73.22,151.65",19.252536513260715,54.15201143384274,32.28875310996956,575.9326346116834,884
84,"34.43,39.87,131.04,292.78",0.0,34.425330420117454,17.212665210058727,526.7633591145782,489
85,"26.67,57.42,162.92,190.40",0.0,26.6744836316702,13.3372418158351,541.7076818324955,291
86,"21.56,35.65,101.05,289.48",21.5553571139916,35.64879121355922,27.7204333532215,507.0475363649476,339
87,"31.78,39.51,80.75,176.32",0.0,31.77801410156187,15.889007050780934,526.4075624631846,411
88,"26.90,47.50,105.51,215.40",26.895065886559603,47.49835831492285,35.74173297957538,551.8448526292226,556
89,"23.20,49.50,105.30,195.85",0.0,23.20069947955517,11.600349739777585,564.4575796028357,214
90,"28.35,79.82,115.95,202.81",0.0,28.353657696169044,14.176828848084522,527.2839624186636,327
91,"16.40,55.09,61.47,140.62",0.0,16.40106331530936,8.20053165765468,569.6626363109684,104
92,"30.96,59.66,96.32,130.43",0.0,30.95503408191322,15.47751704095661,519.9170612325687,391
93,"22.78,42.20,117.26,351.69",22.783547979400353,42.19654838508238,31.006242672994304,543.8763738809738,492
94,"26.39,41.15,74.63,197.21",0.0,26.393253991054145,13.196626995527073,547.4309753418079,286
95,"23.92,37.49,102.95,149.99",23.91910534671564,37.492586329301844,29.94643755326168,534.2808090507123,329
96,"33.01,65.21,131.15,177.65",0.0,33.01304025983551,16.506520129917757,517.4008264236749,445
97,"28.43,48.38,90.74,183.74",0.0,28.431735421154325,14.215867710577163,519.9170612325687,331
98,"18.06,34.85,121.97,190.66",18.064469655696687,34.85013745730806,25.0908200462719,509.93482408600653,366
99,"26.39,64.23,64.84,164.40",0.0,26.389917851617177,13.194958925808589,547.4309753418079,286
100,"26.12,55.15,91.00,258.69",0.0,26.12021500312622,13.06010750156311,541.7076818324955,283
101,"26.35,36.92,79.24,244.61",26.35016559942045,36.917196441765604,31.18932893966876,534.2808090507123,269
102,"28.07,31.10,140.06,232.25",28.073713867602816,31.10155119756348,29.548875598895414,499.48781984297625,77
103,"34.98,45.43,92.87,150.91",0.0,34.97772994868285,17.488864974341425,529.9981970435342,497
104,"47.14,47.85,148.72,170.12",0.0,47.13935512417586,23.56967756208793,546.1912444615034,838
105,"26.05,32.92,90.87,255.76",26.04526857102601,32.92344058237586,29.283098405909787,495.8340157736413,164
106,"18.28,65.37,108.80,154.06",0.0,18.282418694459,9.1412093472295,573.2551623699369,130
107,"22.05,44.58,98.77,174.91",22.053614404073922,44.578718713162914,31.354774327489096,534.684369630884,566
108,"20.33,46.33,77.36,144.88",20.329110013286126,46.3340021754353,30.690862281471713,541.7076818324955,653
109,"24.70,62.35,68.23,200.18",0.0,24.70070298700718,12.35035149350359,564.4575796028357,250
110,"21.25,39.16,123.78,175.70",0.0,21.250634976432586,10.625317488216293,564.4575796028357,176
111,"36.36,41.14,110.14,188.95",0.0,36.359344665087974,18.179672332543987,531.2220125741518,536
112,"20.70,57.91,96.20,232.55",0.0,20.704899696714843,10.352449848357422,573.7849400471475,169
113,"24.71,38.11,97.48,202.61",24.706168469536532,38.113514922267925,30.68613564194335,534.684369630884,332
114,"31.77,39.86,99.02,130.04",0.0,31.769018800515504,15.884509400257752,523.1623118478767,410
115,"29.42,38.15,63.66,197.06",0.0,29.422188187421288,14.711094093710644,526.4075624631846,349
116,"32.96,34.16,76.18,166.08",0.0,32.96007776896921,16.480038884484603,514.8637039262162,444
117,"18.85,54.98,81.72,166.99",18.849787927169597,54.97507922293351,32.19112586772392,581.9777875549496,908
118,"28.92,41.39,111.43,156.88",0.0,28.924881449945623,14.462440724972812,517.4008264236749,341
119,"18.46,31.60,159.25,184.61",18.464338004868907,31.600112576387072,24.15523048125022,498.7136891498313,274
120,"26.57,49.61,104.08,202.50",0.0,26.572030213771246,13.286015106885623,547.4309753418079,290
121,"38.56,40.28,67.75,155.30",0.0,38.56292635025355,19.281463175126774,542.6101894705942,594
122,"17.91,60.27,122.76,157.27",0.0,17.907123103418716,8.953561551709358,564.4575796028357,126
123,"17.66,45.76,98.83,141.59",17.65937635829528,45.75604170567251,28.425748207326503,546.5804996304693,671
124,"28.52,38.21,129.70,152.76",0.0,28.517915879502688,14.258957939751344,519.9170612325687,331
125,"23.28,34.31,78.32,282.81",23.278306329891425,34.31056177588092,28.26113528097588,500.2982849961551,263
126,"30.69,45.22,80.45,124.57",0.0,30.692566641711068,15.346283320855534,519.9170612325687,383
127,"22.66,49.62,97.92,195.36",22.65683668751964,49.615197711969856,33.52795000859878,562.3171951634863,710
128,"18.89,49.18,99.04,276.15",18.886047426971647,49.17840154312705,30.475984379936822,557.1092056279759,763
129,"39.87,48.32,82.57,196.78",39.86740961315635,48.31662714360811,43.88916455641839,545.8019892925375,247
130,"21.48,41.53,98.54,154.08",0.0,21.47674036552433,10.738370182762164,562.3152712764609,179
131,"29.09,48.72,106.45,191.06",0.0,29.090233888899235,14.545116944449617,519.9170612325687,343
132,"20.84,39.45,94.24,174.36",20.843918208473923,39.44996324046964,28.675630893001326,551.092814141159,446
133,"26.51,49.94,71.14,203.38",0.0,26.505470831867378,13.252735415933689,547.4309753418079,290
134,"17.87,42.86,92.91,119.04",17.870668197018965,42.85848316870533,27.67507420288977,541.7076818324955,591
135,"25.58,51.92,96.13,179.87",0.0,25.578513606845398,12.789256803422699,541.7076818324955,273
136,"22.77,39.17,93.48,174.19",22.770706558722953,39.169098732078496,29.864829706492664,561.8018606828182,404
137,"25.58,37.00,106.07,207.29",25.579651523203346,37.00262969816091,30.76547371845737,534.684369630884,284
138,"24.13,44.80,114.81,131.92",24.13070550362558,44.80061198273632,32.87963464118191,545.410275141862,528
139,"28.05,53.13,107.34,220.11",0.0,28.050014794577404,14.025007397288702,529.9981970435342,319
140,"21.23,46.86,117.26,222.73",21.231049796482097,46.85969811822162,31.541727666633637,544.2400506532547,655
141,"26.33,34.24,114.39,267.92",26.325920290933052,34.24165701212312,30.02404258474568,499.48781984297625,197
142,"32.18,53.01,67.74,253.14",0.0,32.17834459283162,16.08917229641581,517.4008264236749,421
143,"24.10,26.55,109.89,137.73",24.096393107055995,26.54637207684903,25.291734166124883,520.0026220079981,52
144,"18.08,42.66,137.46,182.29",18.079264608341898,42.66092015589798,27.771893416435006,538.0271755815586,584
145,"26.75,77.40,148.96,194.90",0.0,26.75238750285363,13.376193751426815,547.4309753418079,292
146,"23.54,36.48,84.06,222.44",23.53516226261609,36.48150233933666,29.301844261757598,521.6404572462303,319
147,"27.60,51.40,128.24,164.88",0.0,27.599799696418064,13.799899848209032,529.9981970435342,313
148,"24.65,60.03,115.72,261.40",0.0,24.651967008801144,12.325983504400572,564.4575796028357,248
149,"27.61,46.28,109.48,155.66",0.0,27.608699616670357,13.804349808335179,530.480519837462,314
150,"16.59,57.81,98.63,216.03",0.0,16.593498997206204,8.296749498603102,564.4575796028357,108
151,"16.35,45.64,86.07,161.14",16.353709198505964,45.63817326146151,27.319469501968225,543.8763738809738,688
152,"14.23,45.98,125.15,219.99",14.22672265564059,45.98451157472004,25.577507553095092,540.9664209520615,719
153,"21.51,49.81,100.30,120.83",0.0,21.512607797559472,10.756303898779736,564.4575796028357,180
154,"24.23,57.27,118.59,305.97",0.0,24.233638488541096,12.116819244270548,557.7347700637906,240
155,"33.20,54.06,107.84,243.48",0.0,33.20290076821631,16.601450384108155,518.6589438281218,456
156,"21.85,49.50,125.43,326.25",21.846573197652255,49.50016444509956,32.88478319596605,559.6021433921782,721
157,"24.02,49.40,105.09,279.81",0.0,24.024136162513635,12.012068081256817,557.7347700637906,236
158,"24.81,72.19,78.53,190.91",0.0,24.81125793032838,12.40562896516419,564.4575796028357,254
159,"23.79,60.86,129.86,137.13",0.0,23.791646595757587,11.895823297878794,562.3152712764609,229
160,"19.89,54.39,84.82,136.69",0.0,19.887599929996306,9.943799964998153,578.4096898116395,150
161,"32.41,56.57,113.12,177.59",0.0,32.410933444796996,16.205466722398498,510.8272467874064,429
162,"32.33,47.09,131.54,159.24",0.0,32.33371318998179,16.166856594990897,512.3265814287574,425
163,"20.19,52.62,83.90,236.79",0.0,20.19312021434649,10.096560107173245,573.7849400471475,159
164,"26.68,39.70,101.84,183.19",0.0,26.679560846893413,13.339780423446706,541.7076818324955,291
165,"31.43,42.69,89.60,270.73",0.0,31.432237309550775,15.716118654775387,523.1623118478767,402
166,"43.75,82.42,101.59,211.25",0.0,43.75142449585547,21.875712247927734,543.8763738809738,736
167,"36.68,48.47,78.34,205.93",0.0,36.68032436453026,18.34016218226513,536.5125777440651,548
168,"27.99,40.64,66.26,139.65",0.0,27.987417103284905,13.993708551642452,529.9981970435342,317
169,"29.52,41.36,96.53,210.92",0.0,29.524875517779897,14.762437758889948,518.6589438281218,354
170,"29.19,45.98,113.28,160.10",0.0,29.185179954859823,14.592589977429911,523.6005118256162,346
171,"22.84,38.70,132.70,198.65",22.83849109465916,38.70307709916468,29.73079012850448,540.9664209520615,391
172,"20.78,45.78,94.61,238.28",20.781204595189955,45.783788057429355,30.84545779793605,542.6101894705942,626
173,"16.78,38.58,90.98,376.68",16.776293359817796,38.57951920145153,25.440545037484448,532.8809957838131,480
174,"31.75,48.63,119.48,334.51",0.0,31.746914769444007,15.873457384722004,519.9170612325687,409
175,"23.58,45.62,135.39,226.30",23.58096557514481,45.62335102828687,32.80004070151103,543.5126971086929,569
176,"29.57,44.03,161.78,306.65",0.0,29.56848545849267,14.784242729246335,518.6589438281218,354
177,"28.80,59.33,60.24,234.57",0.0,28.799636688692853,14.399818344346427,519.9170612325687,337
178,"23.82,55.73,118.60,183.64",0.0,23.8157869513143,11.90789347565715,562.3152712764609,229
179,"16.38,54.82,83.08,184.15",0.0,16.38318288417622,8.19159144208811,569.6626363109684,104
180,"21.49,45.91,56.14,271.12",21.493452714395474,45.907543116488924,31.411965987634808,545.410275141862,620
181,"26.63,66.01,164.04,201.13",0.0,26.634632708036087,13.317316354018043,547.4309753418079,290
182,"15.93,39.99,73.95,176.42",0.0,15.930997838439037,7.9654989192195185,566.5998879292105,103
183,"25.50,30.31,108.94,137.10",25.50278901662874,30.30995446236976,27.802668464689514,487.3235234827466,100
184,"26.93,48.65,92.46,196.38",0.0,26.929359982350103,13.464679991175052,553.1542688511203,295
185,"21.84,42.90,65.66,198.52",21.84411002075854,42.90142939360293,30.612800324728,534.684369630884,528
186,"39.66,82.04,139.16,238.60",0.0,39.65667383277391,19.828336916386956,565.3007329513343,622
187,"21.11,71.72,98.61,196.59",0.0,21.110188555108227,10.555094277554113,573.2551623699369,172
188,"23.24,51.16,89.69,195.85",0.0,23.24451155250382,11.62225577625191,566.5998879292105,217
189,"19.06,45.54,176.85,196.55",19.062557060224165,45.54072949322475,29.463922931762333,535.0879302110558,649
190,"23.55,57.12,119.37,151.39",0.0,23.551998613465404,11.775999306732702,573.2551623699369,222
191,"23.74,62.90,106.98,206.19",0.0,23.738213394495318,11.869106697247659,564.4575796028357,228
192,"36.87,42.21,102.09,175.62",0.0,36.86933744373274,18.43466872186637,537.9372252770744,555
193,"30.69,36.29,84.57,175.22",0.0,30.69371484964798,15.34685742482399,519.9170612325687,383
194,"29.51,58.18,134.94,141.74",0.0,29.51093081043104,14.75546540521552,519.9170612325687,351
195,"30.16,46.47,84.67,228.88",0.0,30.159337512295863,15.079668756147932,523.1623118478767,372
196,"19.86,29.75,91.16,137.53",19.862646929840828,29.748975118489707,24.308298774352366,494.28147381712,209
197,"21.26,54.87,108.11,297.39",0.0,21.2561628458798,10.6280814229399,564.4575796028357,176
198,"23.78,34.08,82.78,158.93",23.782788294017486,34.079298157915645,28.469294569736146,503.60427134139496,246
199,"18.44,55.75,85.10,121.99",0.0,18.438106624998774,9.219053312499387,581.5682386020035,132
