removed_slug,n_after_remove,spearman_rho,spearman_p
flooding_in_central_and_eastern_europe_sept_16_2024,13,-0.7362637362637362,0.004107709360574615
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,13,-0.7747252747252747,0.0018713615028719084
hurricane_beryl_across_southeastern_texas_us,13,-0.8076923076923077,0.0008391600097274252
hurricane_beryl_jamaica_western_caribbean_pre_landfall_2024_07_03,13,-0.8626373626373626,0.00014744785947619777
park_fire_california_29_july_2024,13,-0.7252747252747254,0.0050232376553499165
spain_flood,13,-0.7307692307692307,0.004547733743967148
the_flooding_across_bagmati_and_koshi_provinces_nepal,13,-0.8296703296703297,0.000450286295546213
the_flooding_across_rio_grande_do_sul_state_brazil,13,-0.7527472527472527,0.002982233389169851
the_wildfires_in_quito_pichincha_province_ecuador,13,-0.7527472527472527,0.002982233389169851
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,13,-0.7967032967032966,0.001113652652268588
tropical_storm_yagi_philippines_2_september_2024,13,-0.7912087912087913,0.0012750239017411194
turkiye_earthquake_2023,13,-0.7252747252747254,0.0050232376553499165
typhoon_krathon_across_taiwan,13,-0.7307692307692307,0.004547733743967148
typhoon_yagi_across_northeastern_vietnam,13,-0.8021978021978022,0.0009687789139250083
