slug,event_type,x,y
hurricane_beryl_across_southeastern_texas_us,hurricane,0.08951024138718319,0.126746649378222
hurricane_beryl_across_southeastern_texas_us,hurricane,0.26853072416154955,0.8503917123041523
hurricane_beryl_across_southeastern_texas_us,hurricane,0.44755120693591594,1.0
hurricane_beryl_across_southeastern_texas_us,hurricane,0.6265716897102823,0.8546876247693729
hurricane_beryl_across_southeastern_texas_us,hurricane,0.8055921724846486,0.7593391569060868
hurricane_beryl_across_southeastern_texas_us,hurricane,0.9846126552590151,0.5167560615086435
hurricane_beryl_across_southeastern_texas_us,hurricane,1.1636331380333813,0.3218115619105725
hurricane_beryl_across_southeastern_texas_us,hurricane,1.3426536208077477,0.10802156893654703
hurricane_beryl_across_southeastern_texas_us,hurricane,1.5216741035821142,0.0882647742829569
hurricane_beryl_across_southeastern_texas_us,hurricane,1.7006945863564806,0.4662533335377504
hurricane_beryl_across_southeastern_texas_us,hurricane,1.8797150691308468,0.49749799695806596
hurricane_beryl_across_southeastern_texas_us,hurricane,2.058735551905213,0.27324164558777914
hurricane_beryl_across_southeastern_texas_us,hurricane,2.2377560346795797,0.043630989995620505
hurricane_beryl_across_southeastern_texas_us,hurricane,2.416776517453946,0.07806493578509138
hurricane_beryl_across_southeastern_texas_us,hurricane,2.5957970002283126,0.17490392525402942
hurricane_beryl_across_southeastern_texas_us,hurricane,2.774817483002679,0.16648265335561635
hurricane_beryl_across_southeastern_texas_us,hurricane,2.953837965777045,0.11218535837556992
hurricane_beryl_across_southeastern_texas_us,hurricane,3.1328584485514117,0.22063894213033108
hurricane_beryl_across_southeastern_texas_us,hurricane,3.311878931325778,0.1455985482188694
hurricane_beryl_across_southeastern_texas_us,hurricane,3.490899414100144,0.12414362989223612
hurricane_beryl_across_southeastern_texas_us,hurricane,3.669919896874511,0.16078742088532116
hurricane_beryl_across_southeastern_texas_us,hurricane,3.848940379648877,0.1740158482809069
hurricane_beryl_across_southeastern_texas_us,hurricane,4.027960862423243,0.11519821344451199
hurricane_beryl_across_southeastern_texas_us,hurricane,4.20698134519761,0.14478120514842965
hurricane_beryl_across_southeastern_texas_us,hurricane,4.386001827971976,0.11996481586153429
hurricane_beryl_across_southeastern_texas_us,hurricane,4.565022310746342,0.17191139362087035
hurricane_beryl_across_southeastern_texas_us,hurricane,4.744042793520709,0.15426551829329968
hurricane_beryl_across_southeastern_texas_us,hurricane,4.923063276295075,0.12033966640849272
hurricane_beryl_across_southeastern_texas_us,hurricane,5.1020837590694414,0.1358697691532949
hurricane_beryl_across_southeastern_texas_us,hurricane,5.281104241843808,0.20300326200079225
hurricane_beryl_across_southeastern_texas_us,hurricane,5.460124724618175,0.20065125434633352
hurricane_beryl_across_southeastern_texas_us,hurricane,5.6391452073925405,0.39059665271065624
hurricane_beryl_across_southeastern_texas_us,hurricane,5.818165690166907,0.01569219758097324
hurricane_beryl_across_southeastern_texas_us,hurricane,5.997186172941274,0.2151869326943847
hurricane_beryl_across_southeastern_texas_us,hurricane,6.17620665571564,0.12352566246263083
hurricane_beryl_across_southeastern_texas_us,hurricane,6.355227138490006,0.011258349695751353
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,hurricane,0.013571124452416723,0.49419150106890436
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,hurricane,0.04071337335725017,0.3246509342075793
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,hurricane,0.06785562226208362,0.9219395557881945
