r_bin_km,phi_mean,n_tiles_mean,n_tiles_overlap_mean,r_center_km,abs_dev
0.0,1.0543160135158876,59.0,59.0,5.0,0.05431601351588755
10.0,1.0441503146427336,174.0,169.0,15.0,0.04415031464273356
20.0,1.0568227310747669,248.0,242.0,25.0,0.056822731074766875
30.0,1.078585924944674,377.0,370.0,35.0,0.07858592494467409
40.0,1.0799520738403472,462.0,453.0,45.0,0.0799520738403472
50.0,1.0700641507806077,480.0,468.0,55.0,0.07006415078060768
60.0,1.0501510199474786,587.0,561.0,65.0,0.050151019947478614
70.0,1.0475212960775422,710.0,692.0,75.0,0.047521296077542186
80.0,1.041566764999485,789.0,768.0,85.0,0.041566764999485084
90.0,1.0598157891609317,869.0,852.0,95.0,0.059815789160931665
100.0,1.044777426146008,953.0,929.0,105.0,0.044777426146008104
110.0,1.0381039837571964,926.0,908.0,115.0,0.03810398375719637
120.0,1.0292374128366506,955.0,928.0,125.0,0.0292374128366506
130.0,1.0519412745097645,906.0,876.0,135.0,0.05194127450976449
140.0,1.0575659606384284,907.0,880.0,145.0,0.05756596063842845
150.0,1.0691831543328716,860.0,834.0,155.0,0.06918315433287159
160.0,1.0257421776048716,909.0,874.0,165.0,0.02574217760487163
170.0,1.0600269661151107,963.0,938.0,175.0,0.060026966115110714
180.0,1.0745738892202803,1052.0,1019.0,185.0,0.0745738892202803
190.0,1.0584129681519008,1187.0,1152.0,195.0,0.05841296815190078
200.0,1.0392166477927725,1207.0,1171.0,205.0,0.03921664779277245
210.0,1.065972695645111,1270.0,1215.0,215.0,0.06597269564511099
220.0,1.0614847102694207,1308.0,1265.0,225.0,0.061484710269420706
230.0,1.0567329333413231,1321.0,1273.0,235.0,0.05673293334132312
240.0,1.0468520891493325,1314.0,1267.0,245.0,0.046852089149332476
250.0,1.050084078435097,1148.0,1110.0,255.0,0.0500840784350971
260.0,1.0448582098867285,1171.0,1124.0,265.0,0.044858209886728506
270.0,1.0563770351350243,1060.0,1020.0,275.0,0.056377035135024345
280.0,1.0955904164043506,980.0,946.0,285.0,0.09559041640435062
290.0,1.0693898341380137,1079.0,1030.0,295.0,0.0693898341380137
300.0,1.0574277303112414,1096.0,1056.0,305.0,0.057427730311241376
310.0,1.0701834535635608,1045.0,988.0,315.0,0.07018345356356082
320.0,1.0522627394776092,969.0,929.0,325.0,0.05226273947760918
330.0,1.0243392276117356,910.0,870.0,335.0,0.02433922761173557
340.0,1.0431736422628772,892.0,842.0,345.0,0.04317364226287723
350.0,1.0461554781192175,714.0,671.0,355.0,0.0461554781192175
360.0,1.058943369956782,782.0,753.0,365.0,0.058943369956782066
370.0,1.050636086870366,786.0,752.0,375.0,0.050636086870365915
380.0,1.0391733799788636,805.0,767.0,385.0,0.03917337997886361
390.0,1.05059476437238,738.0,713.0,395.0,0.050594764372380086
400.0,1.0371070106322229,653.0,622.0,405.0,0.03710701063222288
410.0,1.0380138426662668,598.0,569.0,415.0,0.03801384266626684
420.0,1.0775076736642168,545.0,524.0,425.0,0.07750767366421685
430.0,1.091302322020867,420.0,399.0,435.0,0.09130232202086708
440.0,1.095804478410915,395.0,379.0,445.0,0.0958044784109151
450.0,1.0725811746358027,327.0,309.0,455.0,0.07258117463580271
460.0,1.090409012733997,270.0,249.0,465.0,0.09040901273399693
470.0,1.0858662898106262,239.0,230.0,475.0,0.08586628981062616
480.0,1.0553865298759124,294.0,281.0,485.0,0.055386529875912416
490.0,1.012723824683941,319.0,300.0,495.0,0.012723824683940954
