window_start_pt,hours_since_quake,r_bin_km,n_tiles,n_tiles_crisis,n_tiles_overlap,baseline_sum,crisis_sum,baseline_sum_overlap,crisis_sum_overlap,phi_aggregate,phi_overlap,tile_overlap_ratio
2024-07-06 08:00:00,24.0,310.0,9,8,7,1062.243998994176,764.7850412543769,997.6100185249823,732.5761415782713,0.7199711572656952,0.7343311794937893,0.7777777777777778
2024-07-06 08:00:00,24.0,320.0,23,21,20,8803.579708891886,7596.118877359646,8759.594385276927,7575.409890888459,0.8628443347525249,0.8648128620682668,0.8695652173913043
2024-07-06 08:00:00,24.0,330.0,69,60,58,21002.3870434578,20326.403515335263,20065.17280408376,20201.395365085667,0.9678139667303626,1.0067890051250485,0.8405797101449275
2024-07-06 08:00:00,24.0,340.0,96,89,87,71022.42342654534,72127.01163815249,70728.07262173085,72068.53740039624,1.0155526685561436,1.018952372501856,0.90625
2024-07-06 08:00:00,24.0,350.0,147,143,140,260165.314627163,252099.67009580677,259982.43435263558,252034.44449841563,0.9689980021244764,0.9694287428532982,0.9523809523809523
2024-07-06 08:00:00,24.0,360.0,169,153,149,84097.20247877282,86267.13558676874,83147.14129138945,86157.08698374438,1.0258026788530052,1.0362002306466143,0.8816568047337278
2024-07-06 08:00:00,24.0,370.0,134,124,117,23146.43865594564,23918.87035978491,22633.913279877204,23700.44839330499,1.0333715140942796,1.0471211098248747,0.8731343283582089
2024-07-06 08:00:00,24.0,380.0,123,105,99,17107.62059950368,16906.662124148264,16390.28501251781,16756.53314816188,0.9882532772932054,1.0223454403242138,0.8048780487804879
2024-07-06 08:00:00,24.0,390.0,139,121,112,55139.51576755211,53539.77806026238,54315.0878651908,53180.84396875621,0.9709874545501336,0.9791173329361124,0.8057553956834532
2024-07-06 08:00:00,24.0,400.0,130,114,107,48303.56808268102,49170.93158715545,47736.097909173855,48983.60090111493,1.017956510024058,1.0261333256504264,0.823076923076923
2024-07-06 08:00:00,24.0,410.0,97,82,78,11289.305581816256,11312.662492807232,10747.973381862486,11189.440325678239,1.0020689413375963,1.0410744359081443,0.8041237113402062
2024-07-06 08:00:00,24.0,420.0,83,78,75,10499.69899406152,10592.692147182748,10224.146703902774,10515.64852467666,1.0088567446718066,1.028511114835883,0.9036144578313253
2024-07-06 08:00:00,24.0,430.0,87,77,72,12318.698229018024,12378.473522365843,11480.57980109149,12304.489453240847,1.00485240341443,1.0717655089223828,0.8275862068965517
2024-07-06 08:00:00,24.0,440.0,82,83,72,13484.7016736764,13254.193232960906,13020.247601334544,13042.261483850793,0.982905929527127,1.0016907422339643,0.8780487804878049
2024-07-06 08:00:00,24.0,450.0,68,59,53,5608.551748292342,5355.049969206976,5266.952209119583,5214.141941866538,0.9548008486927929,0.9899732776838936,0.7794117647058824
2024-07-06 08:00:00,24.0,460.0,96,86,78,9455.607778871748,9159.2670818737,8977.362199676756,8981.829340760629,0.9686597938569098,1.00049760062973,0.8125
