n_fit_ok,alpha_mean,alpha_std,alpha_cv,strong_signal_threshold,time_min_hours,time_max_hours,r_min,r_max,y_min
24,0.5262065645371539,3.5321836277587573,6.712541928977323,0.1,24.0,72.0,10.0,500.0,0.0001
