distance_band,class,mean_dev_0_early,t_peak_hours,phi_at_peak,abs_dev_at_peak,n_points_total,max_abs_dev
0-25km,unknown,,,,,0,
25-50km,inflow,0.04546911043345284,16.0,1.1421802573550646,0.14218025735506457,31,0.14218025735506457
50-100km,neutral,-0.013296891212850196,112.0,0.9623291782360416,0.03767082176395842,31,0.05937212757038823
100-200km,outflow,-0.07151210168019657,40.0,0.9125463112892704,0.08745368871072956,31,0.08745368871072956
200km+,outflow,-0.13968830787887498,16.0,0.8179820264860921,0.18201797351390792,31,0.18201797351390792
