slug,name,event_type,distance_band,distance_center_km,fit_mode,t_start_hours,t_end_hours,t_peak_hours,n_points_total,max_abs_dev,low_signal,exp_fit_ok,exp_tau_hours,exp_tau_days,exp_A,exp_r2,exp_bic,pl_fit_ok,pl_beta,pl_A,pl_r2,pl_bic,best_model_by_bic
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,0-25km,12.5,from_peak,1408.0,2224.0,1408.0,35,1.0896136980790523,0,1,2045.2204696532601,85.21751956888583,0.4144512229379333,0.049210378950361844,-122.93301748692596,1,0.1972867957569044,0.9885662651778342,0.5348791423843688,-147.95786134283526,power_law
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,25-50km,37.5,from_peak,1408.0,2224.0,1408.0,35,0.7860196842115892,0,1,2339.3537952177267,97.47307480073862,0.24299538399268247,0.02781146976280713,-147.9835812623816,1,0.23358747465407345,0.7069686101111814,0.6245709855284483,-181.2853930277726,power_law
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,50-100km,75.0,from_peak,1408.0,2224.0,1408.0,35,0.8757513914873205,0,1,2447.9999999999304,101.9999999999971,0.302148759682437,0.040757654861120596,-150.02356663603865,1,0.20354176588769068,0.7637376569229929,0.6742074123365589,-187.81946478739616,power_law
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,100-200km,150.0,from_peak,1408.0,2224.0,1408.0,35,0.6702268608988946,0,1,1497.400826844046,62.39170111850191,0.18080737344339934,0.04325450910669637,-159.96465734792574,1,0.28555794265825957,0.6126997733511687,0.7392089025354113,-205.45827745594448,power_law
turkiye_earthquake_2023,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,200km+,300.0,from_peak,1408.0,2224.0,1408.0,35,0.6404859480917056,0,1,880.4866556865172,36.68694398693822,0.15406794777683167,0.04787595978028358,-158.3967492069709,1,0.3556996924410535,0.6049104017234007,0.783885526053109,-210.29779705517547,power_law
