slug,event_type,x,y
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.028461556074148735,0.4773941443407215
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.08538466822244621,0.4337964130897027
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.14230778037074368,0.3711732525939069
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.19923089251904114,0.13527032313487272
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.2561540046673386,0.23691361149368684
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.3130771168156361,0.47604294158209
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.3700002289639336,0.025635314465283165
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.426923341112231,0.1611503472129026
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.4838464532605285,0.016563775545121156
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.5407695654088259,0.28943225895973496
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.5976926775571234,0.2716216026932977
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.6546157897054209,0.2587408170465747
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.7115389018537184,0.16928160225197067
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.7684620140020159,1.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.9961544625952058,0.531492254452969
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,1.0530775747435033,0.06533188638733767
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,1.1100006868918006,0.021794037687111363
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,1.7930780326713702,0.2766291604629207
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.4192322663026427,0.9375602025949415
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.47615537845094,0.46189147056858537
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.5330784905992374,0.24127866702887216
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.590001602747535,0.21966443718772224
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.6469247148958326,0.24986937994009462
