slug,storm_name,time_min_hours,time_max_hours,min_tiles,r0_km,y_max_abs_phi_minus_1,baseline_total_mean,baseline_near_20km_mean,baseline_near_r0_mean,exposure_frac_20km,exposure_frac_r0,track_length_km,meta_year,meta_landfall_category,meta_landfall_vmax_kt
hurricane_milton_across_florida_us,Milton,0.0,72.0,0,310.26339240575624,0.9104025078554567,4254560.285633481,423208.6538879499,4248180.808729395,0.09947177275099685,0.9985005555272944,2645.3626137559418,2024,Cat3,125
hurricane_beryl_across_southeastern_texas_us,Beryl,0.0,72.0,0,55.85952984275988,0.19768561253402228,3532743.3675906654,602650.0446059722,1462124.9270299387,0.17058981700586426,0.41387804742440415,2540.32895847321,2024,Cat1,80
hurricane_helene_pre_landfall_gulf_of_mexico_24_september_2024,Helene,0.0,72.0,0,368.4293086789583,0.13686294263637677,9283704.165758444,93341.42599307204,7366924.050779913,0.010054330074125794,0.793532831211028,2566.349295963512,2024,Cat4,140
