slug,picked_window_start_pt,picked_hours_since_quake,movement_file,end_band,n_od,total_flow_sum,share_from_0_25km,share_from_25_50km,share_from_50_100km,share_from_100_200km,share_from_200kmplus
park_fire_2024,2024-07-31 08:00:00,40.0,4954863906916281_2024-07-31_0800.csv,25-50km,1002,113496.0,0.00148022837809262,0.9947751462606612,0.0037446253612462115,0.0,0.0
