window_start_pt,hours_since_quake,only_hour_pt,outflow_phi_threshold,inflow_phi_threshold,outflow_tile_count,inflow_tile_count,stable_tile_count,unknown_tile_count,net_population_change,outflow_centroid_lat,outflow_centroid_lon,inflow_centroid_lat,inflow_centroid_lon,outflow_avg_distance,inflow_avg_distance
2023-02-05 08:00:00,-8.0,8,0.9,1.1,2785,4981,16145,3865,152483.82989761408,39.17381937142473,31.102467811411763,38.96833668407984,31.97217301960817,618.3680386913112,548.4093265180873
2023-02-06 08:00:00,16.0,8,0.9,1.1,3160,7814,12936,5870,38685.535105855466,37.710378592728354,36.13712794815699,38.807711356385056,32.61797913004405,482.63245380538297,488.8178685073232
2023-02-07 08:00:00,40.0,8,0.9,1.1,3178,7301,13666,5799,-5307.237490423751,37.80874212522249,35.91656847378423,38.38098981537558,33.958060339932786,509.7137756579401,462.95781582856705
2023-02-08 08:00:00,64.0,8,0.9,1.1,2447,9179,12844,5881,265120.7056271242,37.59589424931465,36.06177184194226,38.700331278566836,33.39628714593091,508.11964700788894,469.2649196702161
2023-02-09 08:00:00,88.0,8,0.9,1.1,2929,7928,13927,5703,145742.43982637572,37.79861979332719,35.6400357246941,38.09126501609739,34.37659998158101,544.0998814338117,437.82278305305687
2023-02-10 08:00:00,112.0,8,0.9,1.1,2316,9664,12779,5911,308998.8331238308,37.737726051264254,35.69612914206553,38.54188164207208,33.926893326907056,526.4472223375068,459.250643105436
2023-02-11 08:00:00,136.0,8,0.9,1.1,2548,10307,12658,5813,336643.8249290546,37.7951272131412,35.38694640908368,38.532809287926106,33.85442673542725,557.2511655186102,456.6639479298981
2023-02-12 08:00:00,160.0,8,0.9,1.1,1550,12528,10457,5827,474630.1111991049,37.35275579640216,36.33585658039584,38.79900875652868,33.685722920069615,488.85197324827425,486.2929757680317
2023-02-13 08:00:00,184.0,8,0.9,1.1,1899,10793,12009,5428,397651.5397861779,37.452295154225844,36.13693910440271,38.5771017068992,34.09490650092539,516.470559097886,465.6082112652223
2023-02-14 08:00:00,208.0,8,0.9,1.1,1812,10937,12057,5217,413268.8591804679,37.437407949465296,36.226128164763125,38.55000963954925,34.07640092250094,508.7498157022593,469.9175776630426
2023-02-15 08:00:00,232.0,8,0.9,1.1,1926,10185,12574,5094,352771.2128565635,37.489514651073485,36.057031790118536,38.46361370412799,34.40621753473062,529.493981530704,458.18010881934543
2023-02-16 08:00:00,256.0,8,0.9,1.1,2283,8923,13772,4991,274264.6515749003,37.61073443338922,35.69513944221698,38.10854648229123,34.89519606029432,557.1113354110754,440.639789336357
2023-02-17 08:00:00,280.0,8,0.9,1.1,1820,10963,12125,4992,396776.5026631979,37.497510384565246,35.929849635264716,38.40131142336687,34.25399339242531,506.814406125331,475.1341206488624
2023-02-18 08:00:00,304.0,8,0.9,1.1,2185,10334,13057,5075,347129.56461988646,37.67293531994688,35.461799920856066,38.257941303381756,34.65908822108418,558.4027847364795,457.1074871859735
2023-02-19 08:00:00,328.0,8,0.9,1.1,1363,12014,11066,5078,498793.21919961536,37.47886738172181,36.11141602934471,38.525293336636125,34.20563996744764,502.83149097113835,483.5612763594704
2023-02-20 08:00:00,352.0,8,0.9,1.1,1922,10746,11988,5192,466715.63703537063,37.52812539659255,35.85772559610307,38.37058520606395,34.19738771538221,538.3380827107775,456.1259669654949
