window_start_pt,hours_since_quake,only_hour_pt,outflow_phi_threshold,inflow_phi_threshold,outflow_tile_count,inflow_tile_count,stable_tile_count,unknown_tile_count,net_population_change,outflow_centroid_lat,outflow_centroid_lon,inflow_centroid_lat,inflow_centroid_lon,outflow_avg_distance,inflow_avg_distance
2023-02-21 08:00:00,376.0,8,0.9,1.1,1992,10150,12572,5194,390296.4071716936,37.50884636113101,35.9884467426648,38.199990585851914,34.40781882153115,527.9642031212329,454.2860601403655
2023-02-22 08:00:00,400.0,8,0.9,1.1,1949,9903,12839,5179,364151.2095016008,37.52721818277985,35.84952659157261,38.14732635349149,34.63814779230596,530.5207382092602,451.155967452094
2023-02-23 08:00:00,424.0,8,0.9,1.1,2380,8850,13722,5091,271006.999942713,37.64349627377697,35.46027474971366,37.96787882808439,35.02308085451992,556.9523882282608,434.13677366005464
2023-02-24 08:00:00,448.0,8,0.9,1.1,1759,10518,12665,5310,377713.7801843611,37.48136197978325,35.87395182770953,38.10400436278208,34.4906159837948,522.9084957045476,463.89554109421164
2023-02-25 08:00:00,472.0,8,0.9,1.1,1750,11240,12825,5564,339838.17642423057,37.51847478876315,35.766639426874995,38.06721145495197,34.438924591778374,534.2211980787621,473.6096232811773
2023-02-26 08:00:00,496.0,8,0.9,1.1,1168,13068,10461,5472,505582.3083447665,37.41122957786198,36.043384910594945,38.42224807073473,33.8082149588381,480.0005060203954,499.5067059886819
2023-02-27 08:00:00,520.0,8,0.9,1.1,1566,11434,11824,5195,451726.4842956449,37.492701789848866,35.94130426010182,38.15645045229327,33.99464657549245,532.515237752453,480.907327644742
2023-02-28 08:00:00,544.0,8,0.9,1.1,1422,11659,11777,5333,471663.0639897265,37.461984467013096,35.93819396380356,38.2495750254915,34.0209613611877,533.4726287360745,476.7057016943705
2023-03-01 08:00:00,568.0,8,0.9,1.1,1528,10998,12242,5268,429218.0516629161,37.51908580367333,35.79971395178196,38.1131997407641,34.375028063140334,544.6567203353097,465.09650346225885
2023-03-02 08:00:00,592.0,8,0.9,1.1,1994,9465,13657,5174,316436.5978640488,37.67888956408651,35.37371708467483,37.88662372602598,34.843733596312575,567.1366367417728,446.49415939881044
2023-03-03 08:00:00,616.0,8,0.9,1.1,1489,11932,11638,5434,465079.69231387717,37.51285128170289,35.82718983499033,38.35599569099972,34.28677222958256,533.9969108557124,483.99611649255604
2023-03-04 08:00:00,640.0,8,0.9,1.1,1713,11250,12833,5633,360111.96257578296,37.5930430913046,35.62169115667901,38.09267998278293,34.47631454770856,564.0376103652258,474.5521933960995
2023-03-05 08:00:00,664.0,8,0.9,1.1,1194,13436,9944,5450,565950.0765406697,37.46184659897353,35.976202450968294,38.6097278810288,33.6478912035594,525.5874186493309,496.76389243847467
2023-03-06 08:00:00,688.0,8,0.9,1.1,1859,9914,12879,4983,340999.98357269866,37.61072892621029,35.590980771898,37.9870316919344,34.508550927815975,557.461762453663,462.26974070121173
2023-03-07 08:00:00,712.0,8,0.9,1.1,1724,10045,13042,5031,358588.58506249444,37.621358939839155,35.653925350279074,37.97565144946475,34.6816387013919,558.7367763316522,457.0446859630382
2023-03-08 08:00:00,736.0,8,0.9,1.1,1457,10906,12469,5048,405350.42210161,37.56011056340597,35.758102440003704,38.047414270315905,34.19596822052183,553.7089909599805,471.1987681210933
2023-03-09 08:00:00,760.0,8,0.9,1.1,1839,9362,13963,5047,263943.86546115763,37.70387257461593,35.491985253744176,37.84536800505826,34.83518366463956,571.0779031700004,447.95807110305446
2023-03-10 08:00:00,784.0,8,0.9,1.1,1308,11650,12220,5338,377425.02023073984,37.62916784069804,35.811121925932014,38.02234998942663,34.188750785231356,535.7363610242501,484.574824701829
2023-03-11 08:00:00,808.0,8,0.9,1.1,1600,11441,12788,5525,338557.51686423266,37.70658811257531,35.579122904776064,37.953557564833616,34.107814709297834,573.2695991070854,475.3667839336516
2023-03-12 08:00:00,832.0,8,0.9,1.1,781,17757,6301,5885,777469.556093028,37.388763319149604,36.33920540857639,38.92433929139367,32.3495033235217,475.80510757058966,535.066708004638
2023-03-13 08:00:00,856.0,8,0.9,1.1,1133,14115,9668,5334,605506.83091445,37.5318423267405,36.019996794752316,38.46977813015585,33.6022205018,543.2874933033362,498.0609763005213
2023-03-14 08:00:00,880.0,8,0.9,1.1,1128,14107,9793,5418,599917.7955446704,37.51089232937732,36.00088305707944,38.45154920157094,33.672634097413216,538.6914772920212,498.72660045560286
2023-03-15 08:00:00,904.0,8,0.9,1.1,1168,13828,10000,5461,568528.6937203426,37.575422445816315,36.0088117088491,38.46594294382168,33.74834107754085,521.0202879536678,501.03527538490664
2023-03-16 08:00:00,928.0,8,0.9,1.1,1364,12451,11438,5199,508176.44624974777,37.62301560408517,35.84494802769686,38.246089367336005,34.16968746754614,545.4458938202241,481.0385044258973
2023-03-17 08:00:00,952.0,8,0.9,1.1,1134,14183,9843,5464,593769.595588476,37.571222426428044,35.89640733987872,38.510397685165024,33.529599644102824,538.2895939781014,504.8640669343434
2023-03-18 08:00:00,976.0,8,0.9,1.1,1313,13681,10890,5570,516115.87460460985,37.600557006817546,35.89047721912139,38.36906663406722,33.902759029495904,550.7566480239941,500.3355675774716
2023-03-19 08:00:00,1000.0,8,0.9,1.1,832,16552,7379,5723,714097.5803844065,37.420607828337666,36.38167390339879,38.80924688798377,33.07327596736836,481.85120655156254,526.0534862169533
2023-03-20 08:00:00,1024.0,8,0.9,1.1,1179,13360,10385,5147,537247.581084034,37.571991013459616,35.94397982619559,38.40986959909002,34.02949294171758,540.6669209353496,495.1727219537889
2023-03-21 08:00:00,1048.0,8,0.9,1.1,1213,13144,10572,5196,505843.0786465044,37.66248317796301,35.73329370928203,38.35603639841771,34.03684819328334,529.9033524061309,497.5045216072316
2023-03-22 08:00:00,1072.0,8,0.9,1.1,1234,13046,10561,5182,503427.608722495,37.6620309154477,35.84863879960204,38.29544152659936,33.7600974559942,530.5732555958468,502.7839985367205
2023-03-23 08:00:00,1096.0,8,0.9,1.1,1689,10301,13130,4936,296900.92543590604,38.151359839640946,34.59639231881301,37.82731091560557,34.656543786765596,567.520571666112,465.04793796829665
2023-03-24 08:00:00,1120.0,8,0.9,1.1,1309,13048,10794,5317,462018.85633531155,37.90026053987976,35.18853865326777,38.1398305467598,34.35452482618139,548.033711187055,495.98797571990474
2023-03-25 08:00:00,1144.0,8,0.9,1.1,1388,13272,11255,5634,402014.72722129355,37.92129054381744,35.08895353155971,38.0800765916276,34.508433052425865,562.5693356209861,501.34238350112554
2023-03-26 08:00:00,1168.0,8,0.9,1.1,829,15817,8116,5900,590123.8908884893,37.67565192748479,35.78748702406572,38.35130861072238,33.91231531384456,484.11109878830234,523.7541348966887
2023-03-27 08:00:00,1192.0,8,0.9,1.1,1237,12646,11010,5185,459133.0712657699,37.83105134445181,35.476835739204745,38.049792333145525,34.30038641185513,538.9372420599597,495.5223538745301
2023-03-28 08:00:00,1216.0,8,0.9,1.1,1224,12893,10727,5121,498550.28462576645,37.82182098540746,35.48301326132801,38.20740132356985,33.87167641616728,538.8775619077092,496.2498733860671
2023-03-29 08:00:00,1240.0,8,0.9,1.1,1189,13660,10008,5032,545924.9839229386,37.80211942450784,35.522264899552084,38.41245083079754,34.12310871142903,534.2483071000686,498.7546757655601
2023-03-30 08:00:00,1264.0,8,0.9,1.1,1563,11595,11934,5081,397287.08955899405,38.05527297283581,34.89161261599278,38.076345954655146,34.66218040911517,558.4677029675535,475.92715902578794
2023-03-31 08:00:00,1288.0,8,0.9,1.1,1209,14007,9899,5281,529654.4287151145,37.83147363019422,35.43668725979928,38.35544411381776,34.130198317068675,528.5411346461766,509.4869085772226
2023-04-01 08:00:00,1312.0,8,0.9,1.1,1234,14735,9952,5643,510077.1467312954,37.96374297090391,35.1995084996635,38.28520071810235,33.95992941370553,533.9150019872102,515.8576113775887
2023-04-02 08:00:00,1336.0,8,0.9,1.1,729,17493,6572,6060,715408.4526334306,37.51485401893713,36.188208765719715,38.729545705154045,33.00737746063499,471.3576397724951,537.0609266830083
2023-04-03 08:00:00,1360.0,8,0.9,1.1,1133,13706,10113,5162,532078.041382648,37.674299012912364,35.81365215236452,38.200158900199405,33.95822821809992,528.7450711973885,507.1558391308931
2023-04-04 08:00:00,1384.0,8,0.9,1.1,1130,14214,9594,5274,583161.4914354945,37.67619804954693,35.75248335529625,38.3624676268984,33.48869315254285,545.657233792292,506.80857634074164
2023-04-05 08:00:00,1408.0,8,0.9,1.1,159,24992,259,10417,3727667.2868049205,37.23350281451731,36.81106432442206,39.36391470822972,31.468963586745886,326.254249811788,571.0514915633896
2023-04-06 08:00:00,1432.0,8,0.9,1.1,1566,11663,11916,5117,424842.02661098615,37.75046572247907,35.44833628075382,37.986712517007014,34.360112437980284,569.5083400853829,481.2838268083264
2023-04-07 08:00:00,1456.0,8,0.9,1.1,1228,13770,10114,5327,529957.0218276398,37.73800129025341,35.51549773835206,38.3378801315351,34.133639131673554,566.2659240189008,501.1413168570393
2023-04-08 08:00:00,1480.0,8,0.9,1.1,1326,13733,10850,5662,447269.37787127105,37.79889413289109,35.56139659349162,38.09168329207401,34.10896684808967,546.9958862277649,504.8722431465262
2023-04-09 08:00:00,1504.0,8,0.9,1.1,752,17078,6994,6096,699320.2143577819,37.55127678679039,36.09715684469202,38.55104727914082,33.367869214459645,490.93494876918624,532.9996204104056
2023-04-10 08:00:00,1528.0,8,0.9,1.1,1099,14356,9477,5288,594296.0233040334,37.6849083816538,35.69823874261675,38.3341982228102,33.75630108263811,556.5814888097199,507.98541559634094
2023-04-11 08:00:00,1552.0,8,0.9,1.1,1149,13653,10108,5182,545974.4757235562,37.66991180892522,35.75681953529888,38.24317184508502,34.07940102809705,540.9129027145656,502.4847950446934
2023-04-12 08:00:00,1576.0,8,0.9,1.1,1139,13931,9843,5200,547149.0194380139,37.69152530226408,35.71369633655405,38.30530103789168,34.08109860355942,547.2576292929356,504.337816674494
2023-04-13 08:00:00,1600.0,8,0.9,1.1,1451,11924,11859,5107,379705.75765371684,37.75519337678468,35.43115456627815,38.002934288201935,34.61940818789042,564.1686370364856,487.10921052034354
2023-04-14 08:00:00,1624.0,8,0.9,1.1,1114,14248,9860,5538,504485.35316604294,37.64629948159337,35.72628013945003,38.26126392780226,33.94860016992014,539.9458113840664,514.7784614941487
2023-04-15 08:00:00,1648.0,8,0.9,1.1,1130,14793,10092,5979,419594.4493811771,37.763744793158885,35.50028188969095,38.12520475417695,33.91924015600735,539.8139238022853,519.3940100736058
2023-04-16 08:00:00,1672.0,8,0.9,1.1,627,17120,7203,6781,572574.2680822165,37.50152250454095,36.273104069378846,38.376414513066585,33.52764341347169,451.34755594302607,537.5241667975492
2023-04-17 08:00:00,1696.0,8,0.9,1.1,960,14510,9622,6126,379342.0222278749,37.789149674878175,35.54812260777255,38.17734456091063,33.978532676184535,514.6850765998453,519.825351399646
2023-04-18 08:00:00,1720.0,8,0.9,1.1,1048,15006,9096,6280,394736.442315593,38.14291140130526,34.52015959705183,38.24391582412045,34.10412744225211,528.6056403989004,518.1562800677399
2023-04-19 08:00:00,1744.0,8,0.9,1.1,1352,15117,8534,7263,306839.1719307058,38.97481402915481,32.94297638842759,38.289660949852816,34.092153080694814,546.2517037893501,522.0558921583356
2023-04-20 08:00:00,1768.0,8,0.9,1.1,3018,16254,6078,10586,37230.86327922383,39.79007865172506,30.85644883023125,38.37108482884103,33.39234141777441,584.8626098808835,549.8168377031218
2023-04-21 08:00:00,1792.0,8,0.9,1.1,3579,16580,5123,11630,-102976.22188305715,39.7031757412505,30.63317962016303,38.50719193993629,32.83354683868607,593.3906689760173,559.4841030184451
2023-04-22 08:00:00,1816.0,8,0.9,1.1,1988,18592,5649,10523,224963.8178406164,39.6556631136984,30.34843401301112,38.49981792532526,33.181969666736904,575.6070579525085,557.860841588697
2023-04-23 08:00:00,1840.0,8,0.9,1.1,846,18235,5855,7492,618197.2391552886,37.66203993156945,35.70977363557997,38.62209690951077,33.721370142184455,489.77576347533886,541.76581702616
2023-04-24 08:00:00,1864.0,8,0.9,1.1,1003,15459,8620,6066,543421.4803012861,37.720868511924024,35.49942712176064,38.4322354886149,34.16714911357787,539.4547215540654,514.6075613315855
2023-04-25 08:00:00,1888.0,8,0.9,1.1,900,15624,8632,6072,579320.2211164003,37.60200024775464,35.897418206548735,38.40089958320143,33.780850920919605,528.174217396969,521.7381299179992
2023-04-26 08:00:00,1912.0,8,0.9,1.1,924,15742,8447,5972,602282.1172385891,37.93319646256535,35.041644340458646,38.46587689919256,33.47508517673731,546.6240167964492,520.8465060014721
2023-04-27 08:00:00,1936.0,8,0.9,1.1,1153,14202,10064,5817,500924.01003535965,37.71126018479937,35.533415416887344,38.217430418097244,34.02065361103809,566.7655309257207,505.2956042879335
2023-04-28 08:00:00,1960.0,8,0.9,1.1,891,15782,8687,5981,582908.0699770504,37.679846852687554,35.71120814299491,38.42259242742502,33.71724754693916,540.7491390667209,519.6297505392394
2023-04-29 08:00:00,1984.0,8,0.9,1.1,1034,15636,9491,6328,509263.0275678396,37.7377418265193,35.31111235678193,38.33460563350986,33.84371509625199,567.5099906446849,520.0214944401963
2023-04-30 08:00:00,2008.0,8,0.9,1.1,574,18026,6491,7280,702488.5043332095,37.52558168660376,35.667621609003795,38.567404900710414,33.44753396600928,466.2456457934791,541.995143692526
2023-05-01 08:00:00,2032.0,8,0.9,1.1,1122,16306,7774,6263,677480.2566521707,38.16035565098096,34.28438022466988,38.65877496866736,33.20666550240185,551.4448909001511,533.098451532267
2023-05-02 08:00:00,2056.0,8,0.9,1.1,881,15498,8849,5927,613280.7326940898,37.56152700116949,35.91436157337127,38.40454614499082,33.46586101331834,524.0188368167999,527.1479457599677
2023-05-03 08:00:00,2080.0,8,0.9,1.1,868,15687,8635,6083,624821.7894871096,37.62314564363553,35.90549075014445,38.37654208262234,33.29122306452637,515.8853283919109,533.9452698892957
2023-05-04 08:00:00,2104.0,8,0.9,1.1,1128,14060,10240,5890,502869.7114189981,37.736852812034776,35.4985320607319,38.16466582282832,33.534325666715006,548.342748964431,521.7545088000402
2023-05-05 08:00:00,2128.0,8,0.9,1.1,868,16241,8254,6249,656019.0940035968,37.63213068736145,36.07002007204287,38.450059703584756,32.79997455391974,522.9293426435917,539.1026664026851
2023-05-06 08:00:00,2152.0,8,0.9,1.1,1073,15713,9306,6529,546516.6888721859,37.723281191280364,35.7211758742226,38.23437864388339,33.266761056452964,555.5598638296116,530.2425536234294
2023-05-07 08:00:00,2176.0,8,0.9,1.1,632,17825,6511,6746,734161.2826164466,37.412514894143705,36.29231849787621,38.55507416417072,33.105919977339006,480.6468680702147,542.429037090714
2023-05-08 08:00:00,2200.0,8,0.9,1.1,924,15182,9027,5800,604446.587164107,37.64456299182423,35.60903398074486,38.40491174903871,33.48515048045722,528.8883679074966,525.6554209681432
2023-05-09 08:00:00,2224.0,8,0.9,1.1,881,15396,8876,5865,627070.8818073483,37.56479200629856,35.93485280715814,38.43109538240748,33.32607080716401,509.3577139760809,531.5196248137074
