n_jackknife,rho_median,rho_ci2p5,rho_ci97p5,p_median,p_ci2p5,p_ci97p5
14,-0.7747252747252746,-0.862912087912088,-0.732554945054945,0.0019154022008761352,0.0001680182099354581,0.004404725819364574
