group,bin_lo,bin_hi,n_events,mean_Dnorm,std_Dnorm,cv,quality
all,0.0,0.5,22,0.7773300606502601,0.12761043801093508,0.16416506252721666,good
all,0.5,1.0,22,0.6821168148892045,0.1273169935623482,0.18664983883006633,good
all,1.0,1.5,30,0.5769810058887123,0.23330745556933524,0.40435898788379776,medium
all,1.5,2.0,10,0.3916606833735341,0.11531259201282734,0.29441962624277906,good
all,2.0,2.5,12,0.3630668514490223,0.14747628154842476,0.406195941490769,medium
all,2.5,3.0,10,0.368346313539626,0.19587743997818657,0.5317752147317594,bad
EVAC,0.0,0.5,8,0.7718434322513563,0.12859249908843431,0.16660438337001648,good
EVAC,0.5,1.0,9,0.6345174088178456,0.12055486929360977,0.18999458110725867,good
EVAC,1.0,1.5,13,0.5356621239213996,0.23221862987172195,0.4335169867373273,medium
EVAC,1.5,2.0,7,0.3413881228925614,0.09080437220152768,0.26598573914097423,good
EVAC,2.0,2.5,8,0.31729593169824244,0.1388478452633229,0.43759730709491473,medium
EVAC,2.5,3.0,7,0.3395259802707679,0.22536778611135347,0.6637718442978218,bad
INFL,0.0,0.5,11,0.7555113731156666,0.1320794728631705,0.17482129000717175,good
INFL,0.5,1.0,11,0.6979230701249475,0.1131597471419741,0.1621378515567846,good
INFL,1.0,1.5,14,0.6156806453138931,0.2187053999253778,0.3552253941877205,medium
INFL,1.5,2.0,3,0.5089633244958037,0.0749309669662619,0.14722272383867946,good
INFL,2.0,2.5,4,0.45460869095058204,0.13417807893120146,0.2951507122546128,good
INFL,2.5,3.0,3,0.4355937578336282,0.10292466121138066,0.23628589565484998,good
