slug,geo_unit,reason,n_time_windows
flooding_in_central_and_eastern_europe_sept_16_2024,12021202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021203,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021213,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021220,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021221,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021223,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021231,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021232,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021233,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021302,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021303,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021312,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021313,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021320,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021321,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021322,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021323,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021330,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021331,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12021333,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023003,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023010,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023012,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023030,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023031,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023100,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023101,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023102,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023110,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023112,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023113,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023130,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023131,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12023133,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12030202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12030203,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12030222,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032002,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032011,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032013,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032020,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032022,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032023,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032031,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032033,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032120,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032200,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032201,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032202,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032203,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032211,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032212,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032213,short_mono,27
flooding_in_central_and_eastern_europe_sept_16_2024,12032300,short_mono,27
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,23311113,short_mono,14
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,23311131,short_mono,14
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,23311132,short_mono,14
