predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,275,12,-0.7100551673031101,0.25601852328107905,-2.7734523197899663,0.005546496764852239,-1.2118422523091543,-0.20826808229706584,,,ok
distance_km,ok,275,12,4.0245898033744175e-05,4.12830059117184e-05,0.9748780919637483,0.32962073450575413,-4.066730672677802e-05,0.00012115910279426637,,,ok
D_peak_unit,ok,275,12,0.7319467839546184,0.35355415524480077,2.0702536601438575,0.038428596617749874,0.03899337309032591,1.4249001948189108,611.2718192127536,625.7389036034199,ok
