fit_ok,alpha,slope,intercept,r2_loglog,n_points_fit,r_min_fit,r_max_fit,y_min_fit,y_max_fit,time_min_hours,time_max_hours
1,0.7858710456648403,-0.7858710456648403,-0.022491090563784375,0.5580774423519237,23,15.0,235.0,0.0038962310633153807,0.09824654370638286,24.0,72.0
