predictor,status,n_obs,n_events,coef,se,z,p,ci_low,ci_high,aic,bic,message
delta_peak_unit,ok,1201,9,-0.29914391795263295,0.12383092524108867,-2.415744834097171,0.01570306142998386,-0.5418480715974386,-0.05643976430782724,,,ok
distance_km,ok,1201,9,3.1278848724116006e-05,1.3638671792203652e-05,2.2933940489715505,0.021825328942051584,4.547543214434496e-06,5.8010154233797516e-05,,,ok
D_peak_unit,ok,1201,9,0.260355167693642,0.1942419701741615,1.3403651510546457,0.1801266596706952,-0.12035209813381792,0.6410624335211019,,,ok
