slug,event_type,x,y
turkiye_earthquake_2023,earthquake,0.23358564075909574,0.6323054332709638
turkiye_earthquake_2023,earthquake,0.7007569222772873,1.0
turkiye_earthquake_2023,earthquake,1.1679282037954786,0.21941171526265738
turkiye_earthquake_2023,earthquake,1.6350994853136702,0.2807770318496731
turkiye_earthquake_2023,earthquake,2.1022707668318614,0.625749740023602
turkiye_earthquake_2023,earthquake,2.5694420483500533,0.1768627800397969
turkiye_earthquake_2023,earthquake,3.0366133298682447,0.17101417464540536
turkiye_earthquake_2023,earthquake,3.503784611386436,0.1362311039931402
turkiye_earthquake_2023,earthquake,3.9709558929046276,0.038870069945048207
turkiye_earthquake_2023,earthquake,4.438127174422819,0.5556213569365843
turkiye_earthquake_2023,earthquake,4.90529845594101,0.19143460704704998
turkiye_earthquake_2023,earthquake,5.372469737459202,0.2436627283721147
turkiye_earthquake_2023,earthquake,5.839641018977393,0.587329733695016
turkiye_earthquake_2023,earthquake,6.306812300495585,0.9553762181583606
turkiye_earthquake_2023,earthquake,6.773983582013776,0.19339031688470731
turkiye_earthquake_2023,earthquake,7.241154863531968,0.12850460436137215
turkiye_earthquake_2023,earthquake,7.708326145050159,0.079959553607189
turkiye_earthquake_2023,earthquake,8.17549742656835,0.2418157321868598
turkiye_earthquake_2023,earthquake,8.642668708086543,0.949087229985571
turkiye_earthquake_2023,earthquake,9.109839989604733,0.29418616904422984
turkiye_earthquake_2023,earthquake,9.577011271122926,0.6086370795321908
turkiye_earthquake_2023,earthquake,10.044182552641116,0.04503584544221766
turkiye_earthquake_2023,earthquake,10.511353834159308,0.009081871097353146
turkiye_earthquake_2023,earthquake,10.978525115677499,0.2984106429472208
turkiye_earthquake_2023,earthquake,11.445696397195691,0.23649287144362646
turkiye_earthquake_2023,earthquake,11.912867678713882,0.029370397245384143
turkiye_earthquake_2023,earthquake,12.380038960232074,0.21239399411104937
turkiye_earthquake_2023,earthquake,12.847210241750265,0.3822562672355354
turkiye_earthquake_2023,earthquake,13.314381523268457,0.007879302158160535
turkiye_earthquake_2023,earthquake,13.781552804786648,0.012606456056980183
turkiye_earthquake_2023,earthquake,14.24872408630484,0.25829565327426357
turkiye_earthquake_2023,earthquake,14.71589536782303,0.08691327977031335
turkiye_earthquake_2023,earthquake,15.183066649341223,0.06694021560327625
turkiye_earthquake_2023,earthquake,15.650237930859415,0.10881664245833729
turkiye_earthquake_2023,earthquake,16.117409212377606,0.14113074449973417
turkiye_earthquake_2023,earthquake,16.584580493895796,0.08016684251502235
turkiye_earthquake_2023,earthquake,17.05175177541399,0.11054881699368255
turkiye_earthquake_2023,earthquake,17.51892305693218,0.07831039457819822
turkiye_earthquake_2023,earthquake,17.98609433845037,0.15510867575294898
turkiye_earthquake_2023,earthquake,18.453265619968562,0.1302374727860971
turkiye_earthquake_2023,earthquake,18.920436901486756,0.07719904273804093
turkiye_earthquake_2023,earthquake,19.387608183004946,0.07650165198074056
turkiye_earthquake_2023,earthquake,19.854779464523137,0.09386042215435986
turkiye_earthquake_2023,earthquake,20.321950746041328,0.08027917345677779
turkiye_earthquake_2023,earthquake,20.78912202755952,0.06642173935287428
turkiye_earthquake_2023,earthquake,21.256293309077712,0.0791130958023305
turkiye_earthquake_2023,earthquake,21.723464590595903,0.07929106678625004
turkiye_earthquake_2023,earthquake,22.190635872114093,0.061071373494389035
turkiye_earthquake_2023,earthquake,22.657807153632287,0.07455345131227073
turkiye_earthquake_2023,earthquake,23.124978435150478,0.0817639944254421
hurricane_beryl_pre_landfall_2024,hurricane,0.18293102799751212,0.0032707706865819004
hurricane_beryl_pre_landfall_2024,hurricane,0.22358236755251482,0.008832135075943569
hurricane_beryl_pre_landfall_2024,hurricane,0.2642337071075175,0.09058739846926295
hurricane_beryl_pre_landfall_2024,hurricane,0.3048850466625202,0.02841365668154185
hurricane_beryl_pre_landfall_2024,hurricane,0.3455363862175229,0.00030106949483861507
hurricane_beryl_pre_landfall_2024,hurricane,0.3861877257725256,0.055797773549081456
hurricane_beryl_pre_landfall_2024,hurricane,0.4268390653275283,0.12289201643884398
hurricane_beryl_pre_landfall_2024,hurricane,0.46749040488253096,0.050659372802770226
hurricane_beryl_pre_landfall_2024,hurricane,0.5081417444375337,0.029940084818977454
hurricane_beryl_pre_landfall_2024,hurricane,0.5487930839925363,0.09070029584374789
hurricane_beryl_pre_landfall_2024,hurricane,0.589444423547539,0.21787703101901248
hurricane_beryl_pre_landfall_2024,hurricane,0.6300957631025418,0.6584665454008034
hurricane_beryl_pre_landfall_2024,hurricane,0.6707471026575444,0.14107209148132552
hurricane_beryl_pre_landfall_2024,hurricane,0.7113984422125471,0.5900198474208714
hurricane_beryl_pre_landfall_2024,hurricane,0.7520497817675498,0.8848477013805239
hurricane_beryl_pre_landfall_2024,hurricane,0.7927011213225525,0.985639706297935
hurricane_beryl_pre_landfall_2024,hurricane,0.8333524608775552,0.48975325260515246
hurricane_beryl_pre_landfall_2024,hurricane,0.8740038004325579,0.6350170086819794
hurricane_beryl_pre_landfall_2024,hurricane,0.9146551399875605,1.0
hurricane_beryl_pre_landfall_2024,hurricane,1.0772604982075713,0.047362909750451335
